Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,#,(GOOGLE),ALPHABET,CLASS,#,(GOOGLE),A,ALPHABET,CLASS,GOOGL,#,(GOOGLE),A,ALPHABET,CLASS,GOOGL,#,(GOOGLE),A,ALPHABET,CLASS,GOOGL,#,(GOOGLE),A,ALPHABET,CLASS,GOOGL,#,(GOOGLE),A,ALPHABET,CLASS,GOOGL
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,,,,,,,63.909568786621094,,,53.340599060058594,,,64.18373792681972,,,53.47827359576773,,,63.66376072766898,,,52.33711865454856,,,63.73939508625262,,,52.33711865454856,,,1047800,,,31766000
2018-01-03,,,,,,,65.53567504882812,,,54.25063705444336,,,65.69639266002176,,,54.47827192698136,,,63.909572313977655,,,53.351530309717944,,,63.928484511112096,,,53.37637899322715,,,1698900,,,31318000
2018-01-04,,,,,,,65.04408264160156,,,54.46137619018555,,,66.00839576664397,,,54.874896544716236,,,65.02517043966233,,,54.386826340846945,,,65.74368264262807,,,54.52748135414892,,,2230700,,,26052000
2018-01-05,,,,,,,66.08403778076172,,,55.18354415893555,,,66.27311654464101,,,55.34706465804289,,,64.97791186499363,,,54.76157534552589,,,64.97791186499363,,,54.84358396816797,,,1632500,,,30250000
2018-01-08,,,,,,,66.22583770751953,,,55.37837600708008,,,66.49055081113377,,,55.62440188021342,,,65.75313367595376,,,55.169132103543284,,,65.9233074158331,,,55.21883326596616,,,1613400,,,24644000
2018-01-09,,,,,,,67.85193634033203,,,55.30780029296875,,,68.3813697824793,,,55.588617359826586,,,66.33928481896427,,,55.079668657769695,,,66.82144497083166,,,55.588617359826586,,,2666100,,,26808000
2018-01-10,,,,,,,66.92545318603516,,,55.176090240478516,,,67.54941890180247,,,55.30730328085012,,,66.28257526539723,,,54.869927743596634,,,67.54941890180247,,,55.020024722963434,,,2957200,,,20734000
2018-01-11,,,,,,,66.93488311767578,,,55.27102279663086,,,67.29413552793311,,,55.41018757032564,,,66.46217916123143,,,54.99418348782609,,,67.04832745097285,,,55.28394578161047,,,1511100,,,22424000
2018-01-12,,,,,,,67.81412506103516,,,56.19547653198242,,,67.93702551535425,,,56.227780201148285,,,66.65126994366501,,,55.07022510411957,,,66.86871697672785,,,55.174101933927034,,,1448100,,,38586000
2018-01-16,,,,,,,67.3414077758789,,,56.197959899902344,,,68.5137115502714,,,57.10154118551692,,,67.18068295135659,,,55.99716447998305,,,68.08827366826269,,,56.675594615462074,,,1702700,,,36462000
2018-01-17,,,,,,,68.12610626220703,,,56.61546325683594,,,68.36245829027507,,,56.626395465576685,,,67.68176329537648,,,55.83961392031383,,,67.8046709662224,,,56.479278954125064,,,1824500,,,27830000
2018-01-18,,,,,,,68.2490234375,,,56.45989227294922,,,68.542097684993,,,56.68951415101649,,,67.75740711143612,,,55.88782266659566,,,68.25847232665673,,,56.627883494848916,,,1828300,,,27498000
2018-01-19,,,,,,,69.0809555053711,,,56.83414840698242,,,69.22276813405942,,,56.84806488480374,,,68.12609149928558,,,56.287428010306584,,,68.5231683021909,,,56.562280343255594,,,2266100,,,30552000
