Price,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,#,PEPSICO,#,PEP,PEPSICO,#,PEP,PEPSICO,#,PEP,PEPSICO,#,PEP,PEPSICO,#,PEP,PEPSICO
Date,,,,,,,,,,,,,,,,,
2018-01-02,,,,94.23810577392578,,,95.93033893676535,,,94.13433908604455,,,95.73078339779637,,,4165800,
2018-01-03,,,,93.99063110351562,,,94.5653518604514,,,93.90282620509765,,,94.11834953392355,,,4224000,
2018-01-04,,,,94.45360565185547,,,95.0762178040451,,,93.8709009435535,,,94.03054898895483,,,3147000,
2018-01-05,,,,94.72502899169922,,,95.06028086111584,,,94.38977712228261,,,94.5174956001283,,,2714200,
2018-01-08,,,,94.1822280883789,,,94.78089469016867,,,93.92679724854666,,,94.3578379326295,,,5730400,
2018-01-09,,,,94.25406646728516,,,94.97246757098956,,,94.1502936973354,,,94.39774668802603,,,4573600,
2018-01-10,,,,93.7751235961914,,,94.47755676648045,,,93.1525053182652,,,94.29396302620403,,,3363900,
2018-01-11,,,,93.29618072509766,,,94.07045700262074,,,92.89706974410228,,,93.90283112139672,,,3685200,
2018-01-12,,,,93.6952896118164,,,94.1981733341983,,,93.27223295580951,,,93.35205393223437,,,4335500,
2018-01-16,,,,94.07843780517578,,,94.46956484838455,,,93.41591213712312,,,93.55160840457003,,,4936500,
2018-01-17,,,,95.132080078125,,,95.92231800237516,,,94.3578039112554,,,94.42166312067647,,,4554600,
2018-01-18,,,,95.02832794189453,,,95.48331422108838,,,94.70903793598035,,,95.06025146153064,,,6221800,
2018-01-19,,,,95.92233276367188,,,96.32942767394145,,,94.70105412281346,,,95.37156374501926,,,6002600,
2018-01-22,,,,96.99195861816406,,,97.2633511797249,,,95.78664167193931,,,95.86646265534246,,,4308600,
2018-01-23,,,,96.82433319091797,,,97.79018110161996,,,96.46512962895314,,,96.64073944725364,,,3536900,
2018-01-24,,,,96.69660186767578,,,96.96800048434783,,,96.44117109960497,,,96.7764228408323,,,3445200,
2018-01-25,,,,96.50504302978516,,,96.94406148496684,,,96.07400241000539,,,96.27355791416544,,,2712900,
2018-01-26,,,,97.1915054321289,,,97.25535855917217,,,96.27354898018697,,,96.27354898018697,,,3993900,
2018-01-29,,,,95.52322387695312,,,97.510801012557,,,95.50726211676555,,,96.88818274613321,,,3854700,
2018-01-30,,,,95.6988296508789,,,96.74449846263265,,,95.38752357577741,,,95.53120377120504,,,4945200,
2018-01-31,,,,96.02611541748047,,,96.38531290537104,,,95.39551926477958,,,95.65892791392221,,,4018100,
2018-02-01,,,,96.02611541748047,,,96.59285234434941,,,95.21192551300045,,,95.72278713975416,,,3485600,
2018-02-02,,,,94.72502899169922,,,96.01016724774847,,,94.50951167277489,,,95.71482892514668,,,3348900,
2018-02-05,,,,91.36449432373047,,,95.51525260188001,,,91.32458687554544,,,94.64518740811417,,,5347600,
2018-02-06,,,,90.6460952758789,,,90.95740139239555,,,87.92416121531897,,,89.75209046534944,,,6642600,
2018-02-07,,,,90.59819030761719,,,92.41015143419148,,,89.99952385183998,,,90.97335559429625,,,4931400,
2018-02-08,,,,87.92414093017578,,,90.77379278619199,,,87.87624347641147,,,90.75782493828734,,,4907900,
2018-02-09,,,,88.74633026123047,,,89.39288819114985,,,86.91041705856038,,,88.45098590203278,,,5301700,
