Price,Close,High,Low,Open,Volume
Ticker,HON,HON,HON,HON,HON
Date,,,,,
2018-01-02,126.24759674072266,126.485787516363,125.4262596090638,126.33793820256385,2987743
2018-01-03,125.20447540283203,126.157225202343,124.67881087227276,125.58229065484018,6612348
2018-01-04,126.89643096923828,126.8964309692383,125.42624124926985,125.50837102764065,4691432
2018-01-05,127.78346252441406,128.33376206286485,126.90463082715189,127.2906577482436,2586470
2018-01-08,127.09355926513672,128.24342854722653,126.67468559752471,128.1284520797447,2858680
2018-01-09,128.1366729736328,128.7608907604766,127.15106318895106,127.31533584503465,3538841
2018-01-10,129.023681640625,129.0483166482128,127.32351306759529,128.2680511637229,2673172
2018-01-11,129.70538330078125,129.7711028073561,128.95797755539485,129.0483189940987,2430384
2018-01-12,130.6499481201172,130.99491675857018,129.60685668555297,130.24749778449794,2445200
2018-01-16,129.68077087402344,131.2905852436655,129.17975434947115,130.70743893545333,3570768
2018-01-17,130.1078643798828,130.55138611637722,129.31937402838813,129.5165064231931,3300227
2018-01-18,129.59042358398438,131.12631977157847,129.58221191357904,130.51031373209645,2770934
2018-01-19,130.33782958984375,130.34605433616773,129.4425744518213,130.10786359048055,3928742
2018-01-22,130.21463012695312,130.56779730363658,129.77932010144428,130.34604299398518,3411031
2018-01-23,131.0770263671875,131.69303235823548,130.39531394215487,130.5842215743491,4071577
2018-01-24,131.38914489746094,131.9230080785104,130.69922075173463,131.60268755469906,2769891
2018-01-25,132.92506408691406,132.96613552176123,131.14276518356826,131.90660757071646,4260111
2018-01-26,135.51226806640625,135.6026095261469,132.23513128741706,133.63961474243825,5237418
2018-01-29,132.62112426757812,135.62722282021113,132.56364258352372,135.39724378036829,3828893
2018-01-30,130.56777954101562,132.23508823710375,129.77930244608885,131.7012251719019,4056761
2018-01-31,131.14273071289062,131.84907813595458,130.83883355708565,131.405556444644,3432524
2018-02-01,131.1262969970703,132.07904673723482,130.1160524981462,130.59242083027542,2872870
2018-02-02,128.66232299804688,131.0113448038094,128.44878031603565,130.33784392068208,4391156
2018-02-05,123.34004211425781,129.37686179073575,120.7281949354457,127.67670612284164,6022436
2018-02-06,124.35028076171875,125.20447746550822,120.89246175024557,121.29491201735564,5549798
2018-02-07,124.17781829833984,126.92109177547124,124.02998206727516,124.34209094745232,3309408
2018-02-08,119.93148803710938,124.42418617787649,119.68508566982835,124.42418617787649,3508375
2018-02-09,121.47560119628906,122.63368191522197,118.14919523631815,120.7528304745785,5640257
2018-02-12,122.76510620117188,123.71785605188373,120.80211173431744,122.41193901456309,3605407
2018-02-13,121.96844482421875,122.74871055467433,121.6398994973749,122.26411731210355,2937349
2018-02-14,123.51255798339844,123.83287857562291,120.77750890335527,121.40172674356477,3088635
2018-02-15,126.00939178466797,126.37078374318357,123.84927785591562,124.49814366232053,3792898
2018-02-16,126.5103988647461,127.33173584275963,125.49194258111821,125.73834498211302,2922533
2018-02-20,126.76502227783203,127.56993597534083,125.30304417985185,125.59051802750088,3874801
2018-02-21,126.52684783935547,128.83481136085157,126.51042449620373,127.29069020683355,4230688
2018-02-22,126.53097534179688,127.76070989461749,126.10180138598083,127.10870395408834,2320832
2018-02-23,128.02481079101562,128.14861071585537,126.78682468207099,126.9683987811328,3302731
2018-02-26,129.1637420654297,129.3453161324705,128.0165366386019,128.4044394975048,3028747
2018-02-27,127.034423828125,129.5269123244528,126.96839807787303,129.27106089979483,3232513
2018-02-28,124.71524047851562,127.90925739009133,124.60795685015769,127.43057400188462,3681989
2018-03-01,121.49646759033203,124.99585847779,121.01777106759168,124.89681328706709,4826859
2018-03-02,122.2640380859375,122.80049571189657,120.60512946666066,120.76193571012581,3551466
2018-03-05,122.56941223144531,122.95731519132563,120.92700676504325,121.79360631168464,3547397
2018-03-06,123.24617767333984,123.73312585586227,122.41259754254098,123.27094554500889,2903544
2018-03-07,124.13750457763672,124.90505878027722,121.52121640030228,121.79358409180007,4157653
2018-03-08,124.81428527832031,125.37551070436598,123.93943426535068,124.92158204579366,2281080
2018-03-09,127.27377319335938,127.48836676026536,125.11967792320665,125.45805828865667,3009653
2018-03-12,125.63959503173828,127.48007726020636,125.3919952293977,127.44705782148411,2519904
2018-03-13,125.037109375,126.78681129074273,124.69047750573196,125.97798607651535,1967658
2018-03-14,124.14576721191406,125.9779848652813,123.87339952498131,125.94497856350239,2116335
2018-03-15,124.68222045898438,125.15265221937314,123.89816314518613,124.36034333041292,1927906
2018-03-16,125.2681884765625,125.81291063980774,124.86378249589912,124.86378249589912,4516879
2018-03-19,123.96422576904297,124.9958832024533,123.20492295481507,124.68225755573071,2267621
2018-03-20,124.19524383544922,125.3672168883828,123.93114093322416,124.49236617017637,2839065
2018-03-21,124.92158508300781,126.08529384361108,123.84865680054523,124.43463696896904,2701969
2018-03-22,121.22413635253906,124.03025086328219,120.82796865286396,123.46902533324261,2691222
2018-03-23,118.25294494628906,122.25578765413725,118.10439027851422,121.3149107661704,3771196
2018-03-26,121.27360534667969,121.58723088705506,119.11951071704796,120.0521226239047,2342847
2018-03-27,119.12775421142578,122.27224783725708,118.49225159896217,121.8018161283286,3214255
2018-03-28,118.23646545410156,119.71380026870533,117.6009624911174,118.76467161363438,5239922
2018-03-29,119.26806640625,120.38226552686281,118.50876384272287,118.85540882491593,2684753
2018-04-02,117.5514144897461,119.37539405718807,115.68617703716203,118.71512336092229,4269501
2018-04-03,119.06172943115234,119.12775516520513,116.89111864228614,118.02182083495852,3344674
2018-04-04,119.54043579101562,119.73026145548738,116.82511545698452,117.04794742512854,2889042
2018-04-05,120.82797241210938,121.27364959108706,119.90361174283609,120.34928892181378,2336691
2018-04-06,117.80726623535156,120.43180645467771,116.76735729586197,119.81281992088596,2992229
2018-04-09,117.88152313232422,119.92833434827078,117.72471691666131,118.28594231381315,2037040
2018-04-10,120.19245910644531,121.38092259114377,119.34236280425603,119.6890078418825,3005271
2018-04-11,119.07827758789062,120.26675438949968,118.80592297441203,119.2516001325836,2037771
2018-04-12,120.88570404052734,121.45518096538237,119.75501490519244,119.75501490519244,2428506
2018-04-13,120.5969009399414,121.62855850363623,119.98615272460106,121.48825538751807,1657365
2018-04-16,121.1167984008789,122.25575222900413,120.86094702526165,121.64500430164993,2677033
