Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,#,(REAL,ESTATE),PROLOGIS,#,(REAL,ESTATE),PLD,PROLOGIS,#,(REAL,ESTATE),PLD,PROLOGIS,#,(REAL,ESTATE),PLD,PROLOGIS,#,(REAL,ESTATE),PLD,PROLOGIS,#,(REAL,ESTATE),PLD,PROLOGIS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,,,,,,,,52.13078689575195,,,,,52.80674767387173,,,,,52.04120060946445,,,,,52.603143607491596,,,,,1532200,
2018-01-03,,,,,,,,52.033058166503906,,,,,52.24480814939852,,,,,51.80502259115743,,,,,52.09006706034052,,,,,1650100,
2018-01-04,,,,,,,,50.99059295654297,,,,,52.090053458296765,,,,,50.99059295654297,,,,,51.95974700544631,,,,,2128500,
2018-01-05,,,,,,,,50.94987487792969,,,,,51.32450555701164,,,,,50.88472009543664,,,,,51.243062078895335,,,,,2825800,
2018-01-08,,,,,,,,51.54439926147461,,,,,51.5688307519955,,,,,50.754414595954195,,,,,50.85214366478885,,,,,2333300,
2018-01-09,,,,,,,,51.023170471191406,,,,,52.09819948652377,,,,,50.92543830125144,,,,,51.707280127016624,,,,,2306100,
2018-01-10,,,,,,,,50.03773880004883,,,,,50.81958084740642,,,,,50.02145010044223,,,,,50.81958084740642,,,,,2791700,
2018-01-11,,,,,,,,50.20876693725586,,,,,50.436802510726714,,,,,49.76898138263205,,,,,50.19247823818627,,,,,2161600,
2018-01-12,,,,,,,,50.37164306640625,,,,,50.54267283747931,,,,,49.980723645063286,,,,,50.25762529019181,,,,,2441900,
2018-01-16,,,,,,,,50.607818603515625,,,,,51.503678224416184,,,,,50.49380084063307,,,,,50.689262081825326,,,,,2432500,
2018-01-17,,,,,,,,51.1942024230957,,,,,51.300077398146435,,,,,50.54267008961279,,,,,50.84400321133278,,,,,2394200,
2018-01-18,,,,,,,,50.02958297729492,,,,,51.11275481171513,,,,,50.00515148762221,,,,,51.11275481171513,,,,,3680700,
2018-01-19,,,,,,,,50.314632415771484,,,,,50.314632415771484,,,,,49.752686349791894,,,,,50.10288556832667,,,,,3790300,
2018-01-22,,,,,,,,51.39781188964844,,,,,51.438532082267834,,,,,50.3146367468134,,,,,50.412368937201826,,,,,3172200,
2018-01-23,,,,,,,,52.91263198852539,,,,,52.92077789191955,,,,,51.41410575944339,,,,,51.62585264641338,,,,,3554300,
2018-01-24,,,,,,,,52.513553619384766,,,,,52.9289013626544,,,,,52.24479481126783,,,,,52.90446987346228,,,,,3171700,
2018-01-25,,,,,,,,52.30180358886719,,,,,52.74158903397575,,,,,51.927169817061234,,,,,52.74158903397575,,,,,1625200,
2018-01-26,,,,,,,,52.44026565551758,,,,,52.52985194661533,,,,,51.98419451065873,,,,,52.407688257527184,,,,,1611900,
2018-01-29,,,,,,,,51.6258544921875,,,,,52.3262530850364,,,,,51.58513429401646,,,,,52.3262530850364,,,,,1462600,
2018-01-30,,,,,,,,51.22678756713867,,,,,51.64213852171742,,,,,50.835865001150594,,,,,51.454823141671966,,,,,2621700,
2018-01-31,,,,,,,,53.02663803100586,,,,,53.07550101353498,,,,,51.25935330309134,,,,,51.35708548165194,,,,,3976900,
2018-02-01,,,,,,,,51.89459991455078,,,,,53.09179269171452,,,,,51.78058214658303,,,,,52.94519753096993,,,,,3474200,
2018-02-02,,,,,,,,51.984195709228516,,,,,52.28552577395642,,,,,51.226788275622916,,,,,51.51997554404131,,,,,2646800,
2018-02-05,,,,,,,,49.85041427612305,,,,,52.30180874936962,,,,,49.75268520315096,,,,,51.723570892969335,,,,,3496700,
2018-02-06,,,,,,,,49.4676513671875,,,,,49.85042494606975,,,,,48.189014816181235,,,,,48.98714558766343,,,,,4659500,
2018-02-07,,,,,,,,48.89755630493164,,,,,50.42051394430019,,,,,48.84054741141395,,,,,49.312907258667906,,,,,4137500,
2018-02-08,,,,,,,,47.50490188598633,,,,,49.7201119982146,,,,,47.48046728562158,,,,,48.921984437082536,,,,,4594200,
2018-02-09,,,,,,,,49.125579833984375,,,,,49.58165397705353,,,,,47.46417021289416,,,,,47.80622659688376,,,,,3365000,
2018-02-12,,,,,,,,48.98713684082031,,,,,49.508362724168975,,,,,47.59448274448091,,,,,49.378056253331806,,,,,3650500,
2018-02-13,,,,,,,,49.8096923828125,,,,,50.02958511953552,,,,,48.73466329666735,,,,,48.90568994520156,,,,,2438900,
2018-02-14,,,,,,,,49.30475616455078,,,,,49.50836020906239,,,,,48.77538440612014,,,,,49.50836020906239,,,,,2679500,
2018-02-15,,,,,,,,50.01329803466797,,,,,50.0377295261739,,,,,49.141872961109655,,,,,49.483926269197426,,,,,3054200,
2018-02-16,,,,,,,,50.47751998901367,,,,,50.88472812358792,,,,,50.02144575985997,,,,,50.054023156246274,,,,,2867800,
2018-02-20,,,,,,,,49.86670684814453,,,,,50.9010158632969,,,,,49.80155516335027,,,,,50.26577217948342,,,,,3633300,
2018-02-21,,,,,,,,48.79168701171875,,,,,50.09475202536215,,,,,48.7509668125584,,,,,49.80156472735642,,,,,2689900,
2018-02-22,,,,,,,,48.81611251831055,,,,,49.33734156654575,,,,,48.6532317416607,,,,,49.003427896859215,,,,,3353200,
2018-02-23,,,,,,,,49.891136169433594,,,,,50.07845463359632,,,,,48.99527957194404,,,,,49.14187473978797,,,,,3275300,
2018-02-26,,,,,,,,49.931861877441406,,,,,50.135465941864055,,,,,49.597951336058316,,,,,50.111031341542336,,,,,2467700,
2018-02-27,,,,,,,,49.15816879272461,,,,,50.094745681821244,,,,,48.72652914413014,,,,,50.08660288572112,,,,,2471300,
2018-02-28,,,,,,,,49.41877365112305,,,,,50.029585781181346,,,,,49.337333276482404,,,,,49.45949383844337,,,,,4644000,
2018-03-01,,,,,,,,49.45136260986328,,,,,49.98073138234389,,,,,49.052297224583924,,,,,49.280332812313915,,,,,2161200,
2018-03-02,,,,,,,,49.04414367675781,,,,,49.37805418848685,,,,,48.25415898279472,,,,,49.31289940241719,,,,,2436600,
2018-03-05,,,,,,,,49.752689361572266,,,,,50.054022507360386,,,,,48.65322865517549,,,,,48.67766014877274,,,,,1704700,
2018-03-06,,,,,,,,50.16803741455078,,,,,50.24948089979839,,,,,49.4187759907805,,,,,49.6956776271198,,,,,1920200,
2018-03-07,,,,,,,,50.428653717041016,,,,,50.44494241517687,,,,,49.76083262722857,,,,,50.168040760370374,,,,,2284800,
2018-03-08,,,,,,,,50.80329132080078,,,,,50.86030021511995,,,,,50.27391946583507,,,,,50.58339853981895,,,,,1433900,
2018-03-09,,,,,,,,51.87016677856445,,,,,51.87831268036384,,,,,50.493804515837404,,,,,50.966167404161645,,,,,2445500,
2018-03-12,,,,,,,,51.76429748535156,,,,,52.01676453217454,,,,,51.43038695023777,,,,,51.7480087876934,,,,,3159400,
2018-03-13,,,,,,,,51.60955047607422,,,,,52.138919108707775,,,,,51.34893755701594,,,,,52.00861575592969,,,,,1917400,
2018-03-14,,,,,,,,51.88036346435547,,,,,52.02807749592616,,,,,51.576727326980645,,,,,51.7408543765551,,,,,1719800,
2018-03-15,,,,,,,,52.0609016418457,,,,,52.23323676975955,,,,,51.76547670212877,,,,,51.98704462430068,,,,,1842700,
2018-03-16,,,,,,,,52.38094711303711,,,,,52.50404004662778,,,,,51.724438945368426,,,,,52.101932080916804,,,,,2825400,
