Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,#,MORGAN,STANLEY,#,MORGAN,MS,STANLEY,#,MORGAN,MS,STANLEY,#,MORGAN,MS,STANLEY,#,MORGAN,MS,STANLEY,#,MORGAN,MS,STANLEY
Date,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,,,,,,41.31486129760742,,,,41.78983757645506,,,,41.299028452998535,,,,41.76608679963856,,,,6644600,
2018-01-03,,,,,,41.425697326660156,,,,41.599852603460484,,,,41.10112849396263,,,,41.40194654633669,,,,6955500,
2018-01-04,,,,,,42.058990478515625,,,,42.375638315666016,,,,41.568181348252,,,,41.79775306855533,,,,8678800,
2018-01-05,,,,,,42.04316329956055,,,,42.14607529491121,,,,41.750263180277514,,,,42.11440960098689,,,,6476000,
2018-01-08,,,,,,41.86899948120117,,,,42.09065326982671,,,,41.710674052265915,,,,41.9006651709495,,,,6681400,
2018-01-09,,,,,,42.19356155395508,,,,42.367719812502074,,,,41.971907784754265,,,,42.003573471727556,,,,6622700,
2018-01-10,,,,,,42.692291259765625,,,,43.127683944511894,,,,42.438971769738465,,,,42.70020617266362,,,,11028800,
2018-01-11,,,,,,42.90603256225586,,,,43.01685946790895,,,,42.6052145184784,,,,42.85853402277309,,,,8310000,
2018-01-12,,,,,,43.63432693481445,,,,43.6501597818721,,,,43.15935360231235,,,,43.19893421005306,,,,8998000,
2018-01-16,,,,,,43.22267150878906,,,,44.31511353288901,,,,42.906023703700455,,,,44.05387916918606,,,,11168500,
2018-01-17,,,,,,43.81638717651367,,,,43.86388570362693,,,,42.63686910802396,,,,43.36516173825843,,,,11905200,
2018-01-18,,,,,,44.20430374145508,,,,44.32304860165411,,,,43.6105854800744,,,,44.25180228949614,,,,13953900,
2018-01-19,,,,,,45.486724853515625,,,,45.518390545605286,,,,44.085549686517595,,,,44.085549686517595,,,,15124200,
2018-01-22,,,,,,45.407554626464844,,,,45.502548664064136,,,,44.43385743660562,,,,44.70300972630861,,,,16858300,
2018-01-23,,,,,,45.05133056640625,,,,45.36798143651264,,,,44.84550961470165,,,,45.23340375978515,,,,9372200,
2018-01-24,,,,,,45.312564849853516,,,,45.700458968079914,,,,45.04341253484066,,,,45.28881407336577,,,,8403600,
2018-01-25,,,,,,44.97216796875,,,,45.41547554942906,,,,44.81384253859044,,,,45.40756063683397,,,,9463800,
2018-01-26,,,,,,45.59754943847656,,,,45.613382283716675,,,,44.9246701247075,,,,45.19382245417641,,,,8382200,
2018-01-29,,,,,,45.478816986083984,,,,45.95379036178645,,,,45.447151289088595,,,,45.51048268307937,,,,7493500,
2018-01-30,,,,,,45.00175094604492,,,,45.55036081985127,,,,44.96199735462531,,,,45.057406580633305,,,,7321200,
2018-01-31,,,,,,44.96200180053711,,,,45.38339840366626,,,,44.787085374393875,,,,45.089215125461685,,,,7193100,
