Price,Close,High,Low,Open,Volume
Ticker,UPS,UPS,UPS,UPS,UPS
Date,,,,,
2018-01-02,94.42781829833984,94.45836086516373,91.32782058320393,91.65614589481184,5413000
2018-01-03,96.51992797851562,96.73372009329196,94.60342439180224,94.79431104076657,5655600
2018-01-04,97.14604187011719,98.45933720163454,96.74899435386892,96.97806067673513,5473100
2018-01-05,97.4438247680664,98.23791397657796,96.03125881687457,97.59653176664999,3699200
2018-01-08,98.62731170654297,98.89455767356294,97.53543984900406,97.81795418466034,3243000
2018-01-09,98.58148956298828,99.26104548527877,98.39060293705505,98.67311141518182,2957700
2018-01-10,99.10071563720703,99.61230215088095,98.10811430222721,98.13101976990845,2927900
2018-01-11,101.90294647216797,102.13964408216891,99.27634399190356,99.5359470705628,4252300
2018-01-12,102.38394927978516,102.56720463745599,101.55168637560452,101.8952799767915,4212500
2018-01-16,101.4600830078125,102.85737478129641,100.60490283366659,102.62830845517166,4126500
2018-01-17,102.32286834716797,102.5443033697631,101.08592667196646,101.95636926762599,3508800
2018-01-18,102.0021743774414,103.48345645503403,101.95636345146143,102.81153180520768,3371100
2018-01-19,101.61276245117188,102.33049797467595,100.7270457774522,102.20832774710203,3891700
2018-01-22,101.44479370117188,101.5440584795587,100.13149272120486,101.18519067394006,3100000
2018-01-23,100.84160614013672,101.45243410607625,99.95588927840912,101.45243410607625,2952700
2018-01-24,100.55144500732422,101.52115236850558,99.37557681957459,101.17754710729328,2862900
2018-01-25,100.24601745605469,100.76523514792117,99.03962420749626,100.75760387700963,3166800
2018-01-26,101.337890625,101.337890625,100.05512646920778,100.18493962461814,2044500
2018-01-29,99.74974060058594,101.97929557048255,99.72683513160877,101.36845587922913,2753800
2018-01-30,97.81794738769531,99.82607850962701,97.81031611660651,99.54355836820369,4124900
2018-01-31,97.21475219726562,98.47460524351057,96.39775757401074,98.1157374119634,5788300
2018-02-01,91.2514419555664,92.38912458588463,90.1519331542188,91.03001277610626,14405900
2018-02-02,88.93025970458984,90.9689274137551,88.20488705133735,90.85439427635762,9235600
2018-02-05,86.50983428955078,88.80810541916304,86.44111206461241,88.48741723717971,8119600
2018-02-06,86.05933380126953,88.4874121436902,83.74578861022114,85.99061740568499,11749100
2018-02-07,85.44850158691406,86.47928831717421,85.2270723770155,85.81500068747856,7219700
2018-02-08,83.44035339355469,85.89897384363148,83.4021795670846,85.33395111346009,6999100
2018-02-09,81.23371887207031,82.54701990058606,79.26376732929668,82.53938280379758,11369600
2018-02-12,81.17265319824219,81.76058745847193,80.48546578297021,81.69950232032349,6677300
2018-02-13,82.1270751953125,83.05096593585115,80.55417097221016,80.92830719679887,7557900
2018-02-14,81.39405822753906,81.77583148923051,80.2411013461195,81.4627804438503,6504000
2018-02-15,82.69972229003906,82.71499648276756,80.56942678543207,81.81401134990939,5535100
2018-02-16,81.92972564697266,82.89994771328394,81.54471754325075,82.47643644928687,6119600
2018-02-20,80.62837219238281,82.12220506667829,80.33576823623198,81.81419750113464,5228600
2018-02-21,80.62068939208984,82.43023206318186,80.47439031690575,80.65149074338046,5516000
2018-02-22,80.91329193115234,81.99131562922598,80.58218477834593,81.12119369000449,3357000
2018-02-23,81.3213882446289,81.32909004937251,80.3434646586403,80.38966961234625,4417000
2018-02-26,83.21564483642578,83.50055292595127,81.6294134522866,82.16072059929766,4092400
2018-02-27,81.38301086425781,83.59295351168964,81.37530905762799,83.34654857234946,3605100
2018-02-28,80.39739990234375,82.0837315038171,80.37429447992653,81.92973060291578,3729200
2018-03-01,81.95280456542969,84.15505083438656,80.04316226673936,80.82088008543542,8701900
2018-03-02,81.13660430908203,81.8527195677088,80.36658815463419,81.43691013933612,4670600
2018-03-05,81.47541046142578,81.75261675734801,80.56679113029344,81.11350191537414,4997400
2018-03-06,84.54777526855469,84.73257749885475,81.86041468639728,82.76903397461169,8590500
2018-03-07,84.09344482421875,84.35525331339193,83.03082488226532,83.94713990748211,7097600
2018-03-08,83.77775573730469,85.11758213367867,82.36862483564481,84.24746603785798,6079000
2018-03-09,84.99436950683594,85.02517085381493,83.86245084782823,84.33985703911202,3201900
2018-03-12,83.8624496459961,85.27927633818777,83.84704603534922,84.87116877738814,3124800
2018-03-13,84.18585968017578,85.13297617145537,84.0241570078782,84.47076187075683,3517900
2018-03-14,83.74695587158203,84.8326755590731,83.56214777071632,84.72487377094652,2310900
2018-03-15,84.48617553710938,84.70948093250288,83.862464316196,83.96256430388667,2718300
2018-03-16,85.40248107910156,85.62578055898865,84.37065653953492,84.37065653953492,5679200
2018-03-19,83.51593780517578,85.38707699074371,82.73052404044326,84.93277035349048,3351200
2018-03-20,83.1848373413086,84.1858606091567,82.79212749010584,83.65454762663278,2513000
2018-03-21,82.89225769042969,84.37838941705841,82.88455588232826,83.30806720653267,2805100
2018-03-22,80.42818450927734,82.48413209437999,80.28188543562725,82.18382626589161,4150000
2018-03-23,78.27983856201172,80.85168948380385,78.11813001325835,80.76698724388793,4278800
2018-03-26,79.85065460205078,80.02005905724245,78.46462936592526,79.35784484590539,3836100
2018-03-27,78.67254638671875,80.58989077523687,78.30294193514774,79.90457101655016,3850200
2018-03-28,79.06524658203125,79.83526261579674,78.31062828404838,78.78804033989518,3811400
2018-03-29,80.5898666381836,81.49078382816032,79.42714098822987,79.49643959911035,3813400
2018-04-02,79.9584732055664,81.18280192377269,78.84965395813757,80.33578534421719,4594400
2018-04-03,81.26750183105469,81.32910453046084,79.89687408042992,80.3973857322806,4453200
2018-04-04,81.9374008178711,81.983599895377,79.56575025997559,79.93535462953392,3832800
2018-04-05,82.53033447265625,82.67663942689425,81.12120345220015,82.09142548469944,3154700
2018-04-06,81.10578918457031,82.1068064905058,80.38197224238547,81.99130878675804,4397200
2018-04-09,80.54368591308594,81.82191550702412,80.35888368707016,81.2829006919059,3938500
2018-04-10,81.63712310791016,82.27623802780327,81.28291632543826,81.28291632543826,2751100
2018-04-11,81.69099426269531,82.19920764035454,80.89018279598424,81.03648184051016,1623900
2018-04-12,82.38400268554688,82.88451421487508,82.02979606280445,82.07599513867142,2000000
2018-04-13,82.58424377441406,83.4235586768064,82.08373203113271,82.76135009887035,3970800
2018-04-16,84.124267578125,84.23206937323309,83.28495276267523,83.39275455778332,4595600
