Price,Close,High,Low,Open,Volume
Ticker,QCOM,QCOM,QCOM,QCOM,QCOM
Date,,,,,
2018-01-02,53.525272369384766,53.63199855170979,52.67970537885617,52.85210198498858,6329600
2018-01-03,54.132789611816406,54.231298410613135,53.10661453584643,53.5417117659336,6844200
2018-01-04,54.2066535949707,54.61712349196521,54.10814482818711,54.32979581672377,5060100
2018-01-05,54.56787872314453,54.6745986603881,53.771565980545326,54.214874299000805,5421800
2018-01-08,54.4036865234375,54.617132659418054,54.13278110603773,54.38727048064267,4266900
2018-01-09,53.5827522277832,54.06711009538558,53.31184678188811,53.88650228927199,7632300
2018-01-10,53.57453918457031,53.96858682587726,53.26257801665512,53.7551469632003,6569300
2018-01-11,53.71409225463867,53.771557791060005,53.47601895710068,53.52527334166932,4233100
2018-01-12,53.67304992675781,54.099942194277205,53.42677170775006,53.861868864944185,5007200
2018-01-16,56.02915573120117,56.35753298814164,54.20666790529301,54.37085966540086,24478800
2018-01-17,55.8403205871582,56.56275159568022,55.19998856653071,56.250790473537194,12559100
2018-01-18,55.86496353149414,55.971683465303194,55.40523292162748,55.61867905252006,6797900
2018-01-19,55.85675048828125,56.029147112418855,55.618677170203334,55.85675048828125,8864300
2018-01-22,56.37394332885742,56.439620026255696,55.58584174990193,55.66793449001248,8566200
2018-01-23,56.10302734375,56.56275792697991,56.020934609939914,56.31647346227553,7825600
2018-01-24,55.8074951171875,56.06198447263405,55.314926184579235,55.98809662743315,12383100
2018-01-25,55.34777069091797,56.12766741216379,55.241050750721634,55.938848465212736,9122200
2018-01-26,56.25900650024414,56.25900650024414,55.49553219488753,55.77465499871549,7919000
2018-01-29,55.26567840576172,56.070202330396,55.20000170512322,55.95527123591609,9745300
2018-01-30,54.99477005004883,55.75003962666984,54.781330154935006,55.35598566220343,8059500
2018-01-31,56.02915573120117,56.13587567781485,55.38061237114442,55.454500229011764,13915600
2018-02-01,54.83878707885742,56.11124014857247,54.44473317638046,55.002972551312816,16838500
2018-02-02,54.239498138427734,55.03581083174717,54.067101513576254,54.329802027151025,10971700
2018-02-05,50.67661666870117,54.633549634927554,49.66686102692541,54.42831467200638,35996000
2018-02-06,52.86853790283203,52.97525784936543,51.0624692542935,51.15277315646607,24458700
