Price,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,#,#,IBM,#,IBM,#,IBM,#,IBM,#,IBM
Date,,,,,,,,,,,
2018-03-16,,,109.72017669677734,,110.89775787205527,,109.29570547927933,,109.58324662015313,,9688784
2018-03-19,,,107.72787475585938,,109.46685718241251,,107.1117058171919,,109.34361902375656,,5734172
2018-03-20,,,106.94053649902344,,108.12496902199244,,106.3175161626787,,107.84425746502744,,4536188
2018-03-21,,,107.27601623535156,,108.3098158538369,,106.74883929501726,,107.19385382314748,,3642381
2018-03-22,,,104.12667846679688,,106.29013201302976,,104.06505938995706,,106.11897762385756,,4964630
2018-03-23,,,101.93582916259766,,104.46214572434852,,101.69620427826884,,104.23621275392657,,4645181
2018-03-26,,,105.00301361083984,,105.20155182433031,,102.88747634021591,,103.52418857664401,,4292679
2018-03-27,,,104.00341033935547,,106.02994416112624,,103.48992546521373,,105.40007258752112,,4062350
2018-03-28,,,104.42107391357422,,105.33848681639944,,103.98975129100626,,104.1129894481131,,3833381
2018-03-29,,,105.04409790039062,,105.35903379761419,,103.43519409068563,,104.79762157764766,,3577320
2018-04-02,,,102.74368286132812,,105.0098306780106,,101.6208696905552,,104.98244685655568,,5387318
2018-04-03,,,102.59309387207031,,103.3804281646788,,101.53189942233428,,103.24349808611504,,4325942
2018-04-04,,,105.51647186279297,,105.75609670897808,,100.94992972815638,,101.25117364076665,,5026344
2018-04-05,,,105.45486450195312,,106.06419288702146,,104.9824661766619,,105.73556511447842,,3331928
2018-04-06,,,103.08598327636719,,105.40005781307156,,102.38080083243423,,105.0645896718012,,3841853
2018-04-09,,,104.53746795654297,,105.88620357620705,,103.88706373045143,,103.92813947658941,,4616207
2018-04-10,,,106.38597869873047,,107.21438861162913,,105.94780469895043,,106.13950240907141,,3981494
2018-04-11,,,106.36544799804688,,106.65300006103209,,105.35218074756263,,105.68765997559642,,3458599
2018-04-12,,,108.2208480834961,,108.84386862515,,107.26235914530136,,107.31712681968125,,5898812
2018-04-13,,,107.2896957397461,,109.00813457617564,,106.74198645519138,,108.63157966234854,,4243727
2018-04-16,,,108.09757232666016,,108.95337704166886,,107.94696127445039,,108.16604282315195,,4379393
2018-04-17,,,110.16516876220703,,110.91142714653346,,108.52204096004898,,108.73428198912622,,10677045
2018-04-18,,,101.86737823486328,,104.49638983759768,,101.50451516728386,,104.16091060015509,,21319258
2018-04-19,,,101.12112426757812,,102.15492400222027,,100.38171711119121,,102.14123208653214,,8458061
2018-04-20,,,99.20410919189453,,101.30594334880625,,98.9371005168222,,101.25802712043743,,8645818
2018-04-23,,,99.86138153076172,,99.92984110234528,,98.81387905804483,,99.29312884104749,,5560118
2018-04-24,,,99.65599060058594,,100.84725269457749,,98.95080784951361,,100.30639476779353,,5142659
2018-04-25,,,99.91612243652344,,100.23105823609885,,98.66323065719874,,99.81342764299062,,7663414
2018-04-26,,,100.45015716552734,,100.88833116430227,,100.0941455722186,,100.36800568736604,,4462027
2018-04-27,,,100.28584289550781,,100.81301979057876,,99.72444168165394,,100.53231918365184,,3352953
2018-04-30,,,99.24517822265625,,100.90200873647848,,99.24517822265625,,100.54599719376841,,4618613
2018-05-01,,,99.2725830078125,,99.28627492178467,,98.22509148876073,,99.03295812234111,,4637336
2018-05-02,,,97.5267562866211,,99.14935183716756,,97.26658807689006,,98.90287554086393,,5433865
2018-05-03,,,97.21182250976562,,97.37613640172653,,95.78092464379472,,97.30767683312008,,5249456
2018-05-04,,,98.52633666992188,,98.82756970834262,,96.04109580728952,,96.60249706901205,,4604701
2018-05-07,,,98.0539321899414,,98.80704214115116,,97.65684480577119,,98.58794964954124,,3825222
2018-05-08,,,97.9032974243164,,98.25245755845756,,97.25973387472033,,97.9032974243164,,5616079
2018-05-09,,,98.72013854980469,,99.00396623331109,,97.7994691177947,,98.2286522843565,,4389016
2018-05-10,,,99.84851837158203,,99.91082148900715,,98.99706821353115,,99.09398662921711,,3898024
2018-05-11,,,99.77925872802734,,100.27074494222016,,99.39160731828072,,99.75848734769549,,3214567
2018-05-14,,,99.89002227783203,,100.45765549564437,,99.77925999566587,,100.00770098779232,,3364041
2018-05-15,,,99.50238037109375,,99.67544578219464,,98.93474703601208,,99.33625348643383,,4277512
2018-05-16,,,100.11847686767578,,100.39537711695282,,99.17703590763084,,99.47469649400752,,3314460
2018-05-17,,,100.02848052978516,,100.5061339863649,,99.52315030810703,,100.02848052978516,,3292494
2018-05-18,,,99.73773956298828,,100.33306065651873,,99.67543646276152,,100.00771229823226,,2805581
2018-05-21,,,100.71379852294922,,101.09452251500083,,100.15308165372436,,100.33999095966874,,3027856
2018-05-22,,,100.43690490722656,,101.2052914678448,,100.3746018011482,,100.73456548194856,,2389064
2018-05-23,,,100.14620208740234,,100.1669624299656,,99.32242860088138,,99.92467741023735,,3618846
2018-05-24,,,99.73082733154297,,100.01464401593431,,98.95552429599682,,99.95234090618334,,3555040
2018-05-25,,,99.4331283569336,,100.07690849483757,,99.30852218553109,,99.61311013846816,,5140358
2018-05-29,,,97.75792694091797,,98.91396473931009,,97.0587600711262,,98.66475237043123,,4746330
2018-05-30,,,98.72706604003906,,99.05934186840578,,98.17327667563045,,98.22865229748899,,5353951
2018-05-31,,,97.8202133178711,,98.85857234796632,,97.64023152793214,,98.85857234796632,,7144494
2018-06-01,,,98.26327514648438,,98.87936765719398,,98.03483411582852,,98.59555100041861,,4034945
2018-06-04,,,99.01781463623047,,99.10780555012988,,98.42248247985943,,98.50555696501715,,3174924
2018-06-05,,,99.47466278076172,,99.73771903328269,,99.01779188748631,,99.02470831463899,,2966456
2018-06-06,,,100.17384338378906,,100.18075981189368,,99.36392523329613,,99.9177145717745,,3368225
2018-06-07,,,100.62381744384766,,101.55141448963887,,100.32615685960519,,100.37460501156329,,4515059
2018-06-08,,,101.16376495361328,,101.36450714063255,,99.93849625109445,,100.37460696748089,,5450183
2018-06-11,,,101.46833038330078,,102.04288004923389,,101.16374238302303,,101.4960181926702,,3409960
2018-06-12,,,101.66905212402344,,102.11900655750368,,101.49599782588714,,101.82827356885791,,2761963
2018-06-13,,,101.30913543701172,,102.08444954542746,,101.20530060038094,,101.61372351705397,,3104737
2018-06-14,,,100.51305389404297,,101.74523898691774,,100.43690687940851,,101.51679794301438,,3479310
2018-06-15,,,100.64454650878906,,100.6999331702034,,99.47466487227253,,100.30535430742854,,9535336
2018-06-18,,,100.01464080810547,,100.04232862297125,,99.08704376705492,,99.80697114800272,,4483574
2018-06-19,,,99.61314392089844,,99.83465748515532,,98.95551965743721,,99.07319839317965,,3647402
2018-06-20,,,98.73399353027344,,100.04231441280668,,98.58169952153436,,99.83464478220165,,3483075
2018-06-21,,,97.7787094116211,,99.08704149864778,,97.48796526496771,,98.70630643143609,,4066534
2018-06-22,,,97.79946899414062,,98.16634906135216,,97.45334926079317,,98.04867034076341,,5869420
2018-06-25,,,96.07579803466797,,97.19030436980104,,95.72276183145694,,97.19030436980104,,9348207
2018-06-26,,,96.27655029296875,,96.80957937995969,,95.75737616151811,,96.47037603861757,,4329917
2018-06-27,,,95.1689682006836,,96.76111688097079,,95.1481968166905,,96.29731839306555,,4290483
2018-06-28,,,96.94109344482422,,97.28721318471028,,95.49431138529538,,95.5981462024004,,4731790
2018-06-29,,,96.70573425292969,,97.85484469749221,,96.64343115407013,,97.1349174193066,,3880765
2018-07-02,,,96.81648254394531,,97.06569493178323,,95.66737213442752,,95.722747754566,,3562048
2018-07-03,,,96.6157455444336,,97.56410280856784,,96.47729543810323,,97.36336065056638,,2053507
2018-07-05,,,97.90330505371094,,97.90330505371094,,96.86494584047021,,97.24568086657416,,3916956
2018-07-06,,,98.63015747070312,,98.94858942530153,,97.72333185377039,,97.97253322554675,,2980054
2018-07-09,,,99.95231628417969,,100.18075728078976,,98.62322411513303,,98.70628754193291,,4084316
2018-07-10,,,100.17384338378906,,100.78300834153312,,99.86232790390163,,100.03539328701767,,3950742
2018-07-11,,,100.33306121826172,,101.19836610048876,,99.68235344943767,,99.68235344943767,,3688824
2018-07-12,,,101.37834167480469,,101.64138691811982,,100.88684437772496,,100.96299137944403,,3262997
2018-07-13,,,100.99762725830078,,101.7452424743286,,100.92839667065513,,101.3783623445231,,3203480
2018-07-16,,,100.69303131103516,,100.92147234489518,,99.82773742204238,,100.83839785594212,,3628365
2018-07-17,,,99.3293228149414,,100.37459853133484,,99.22548799106299,,100.20154417440702,,5331148
2018-07-18,,,100.04229736328125,,100.23613410399324,,98.81011264650266,,99.34314158624896,,7254324
2018-07-19,,,103.30968475341797,,104.20959384068918,,101.93213331191937,,102.34747256801144,,15329967
2018-07-20,,,101.30913543701172,,103.04666194033459,,101.24683232531125,,102.85282512677317,,6709672
2018-07-23,,,100.85913848876953,,101.55137780834615,,100.38149623089906,,101.3090929416338,,4077203
2018-07-24,,,101.32988739013672,,101.78675837396871,,101.01145546285512,,101.5514009292252,,4070614
2018-07-25,,,101.49603271484375,,101.51679305053767,,100.7207186985318,,101.07376594002399,,3797921
2018-07-26,,,101.55831909179688,,103.33044933918703,,101.50293242564872,,102.05672174688229,,4997788
2018-07-27,,,100.47844696044922,,101.85600976783391,,100.13925462966604,,101.68294433886362,,3921768
2018-07-30,,,100.71379852294922,,101.23297262511426,,100.16000913110375,,100.23615613923573,,3774177
2018-07-31,,,100.3261489868164,,100.92838653748976,,99.79311991962105,,100.88685481823788,,5726013
2018-08-01,,,99.33623504638672,,100.5061167913238,,99.22547276189889,,100.20844522337654,,3544266
2018-08-02,,,98.9624252319336,,99.23932544333941,,98.52631458056459,,98.8932057033861,,4018104
2018-08-03,,,102.24365997314453,,102.39595401310287,,98.99014264663177,,99.15626954628453,,8424066
2018-08-06,,,101.08760070800781,,101.89751889345969,,100.76916878627111,,101.7244645514812,,4093730
2018-08-07,,,101.76600646972656,,102.20211715550579,,101.30912439944022,,101.51679405007629,,3670205
2018-08-08,,,101.68292236328125,,102.05672990879371,,101.23296781325627,,101.9875103813313,,3745831
2018-08-09,,,101.29808044433594,,102.11674877623149,,101.27009350156628,,101.82986586088147,,3235801
2018-08-10,,,101.09516906738281,,101.50800443690633,,100.67534254541322,,101.10916254025013,,3141243
2018-08-13,,,99.85667419433594,,100.96922787987815,,99.73072177046978,,100.8642600813396,,2989991
2018-08-14,,,100.31145477294922,,100.63332687208667,,100.01057845974488,,100.05956118160799,,2991560
2018-08-15,,,100.69633483886719,,100.75929988059407,,99.3598744666759,,99.74471170911411,,4436609
2018-08-16,,,101.69693756103516,,101.93483777825445,,101.01820384112611,,101.01820384112611,,5492232
2018-08-17,,,102.2007064819336,,102.43161550468915,,101.24210346547856,,101.31207082026496,,2801816
2018-08-20,,,102.5156021118164,,102.97041790269525,,102.26369726272954,,102.41763663317703,,2614686
2018-08-21,,,102.13776397705078,,102.94243899047795,,102.08177891289836,,102.85846697823736,,3249817
2018-08-22,,,101.62693786621094,,102.27068218438788,,101.59195977376913,,102.16572557111584,,2498894
2018-08-23,,,101.71790313720703,,101.82285975267513,,101.28408320447045,,101.48700528396134,,2322538
2018-08-24,,,102.18671417236328,,102.22170343414096,,101.36804585617661,,101.78088117404246,,2904324
2018-08-27,,,102.64153289794922,,103.29227957972434,,102.52258280600347,,102.81646804396726,,3652214
2018-08-28,,,102.57154846191406,,102.85144018175066,,102.29166791004971,,102.82345324336144,,2568244
2018-08-29,,,103.23628234863281,,103.50917176313465,,102.57855576063731,,102.76747318792246,,3298875
2018-08-30,,,102.10974884033203,,103.068363076429,,101.63394846619211,,102.87944562433644,,3494058
2018-08-31,,,102.49458312988281,,102.70449634464732,,101.8368453780443,,101.9627977740921,,3648971
2018-09-04,,,101.93479919433594,,102.29166055306291,,101.32604424025043,,102.14471238512996,,3479205
2018-09-05,,,102.62055206298828,,102.68352827116064,,101.49400497184259,,101.59197044410503,,3270319
2018-09-06,,,102.43160247802734,,103.32024919465661,,101.83684095007358,,102.77447039281081,,4444245
2018-09-07,,,101.77388763427734,,102.50858393855218,,101.54297861431586,,102.11674442054246,,4908983
2018-09-10,,,101.91385650634766,,103.06839082521172,,101.85089145068108,,102.57859684749457,,3784742
2018-09-11,,,102.50160217285156,,102.85146131053277,,101.63395106468319,,102.15873418721775,,3529936
2018-09-12,,,102.55754852294922,,103.54414946277723,,102.17970254258654,,102.41760267185931,,4714008
2018-09-13,,,104.22291564941406,,104.25790491891252,,102.94244016789035,,103.103370705226,,5592439
2018-09-14,,,103.7890625,,104.46778487027592,,103.40421416222878,,104.15291504917546,,3610897
2018-09-17,,,103.51618957519531,,104.30687099729309,,103.39723947947695,,103.8660487103534,,3715287
2018-09-18,,,103.94999694824219,,104.25088447904459,,103.18731373045743,,103.3902246334026,,3796352
2018-09-19,,,104.29986572265625,,104.92961661529064,,103.71910873248487,,103.99898933189806,,4441525
2018-09-20,,,105.76227569580078,,105.92320619870533,,104.5657613154963,,104.66371561396791,,6226001
2018-09-21,,,105.90222930908203,,106.77687157947182,,105.47540048606751,,105.99319246257775,,20865085
2018-09-24,,,104.97860717773438,,105.79727558162296,,104.57976528825789,,105.72729705057097,,4461190
2018-09-25,,,104.19490051269531,,105.24447780191588,,103.810063324229,,104.89461870550902,,4599785
2018-09-26,,,106.08416748046875,,107.30167787664638,,105.89523883224427,,106.63693761539334,,7742387
2018-09-27,,,106.00718688964844,,106.62993549749574,,105.76927552361114,,106.36403718674224,,3637570
2018-09-28,,,105.80426788330078,,106.09815314736672,,105.5103937872099,,105.76927861739469,,3457867
2018-10-01,,,107.0567626953125,,107.35063677833568,,106.15412231808872,,106.15412231808872,,3930240
2018-10-02,,,107.5815200805664,,107.64449627413919,,106.70687802487582,,107.04973476236195,,3169275
2018-10-03,,,107.21070861816406,,108.00838125115463,,106.91682334918055,,107.75648756915109,,3467804
2018-10-04,,,105.87425994873047,,106.91683522703562,,105.2095196514183,,106.14014713327413,,4432843
2018-10-05,,,104.27886962890625,,106.21008017314938,,103.46719252714452,,105.5873316687886,,4813901
2018-10-08,,,103.83106994628906,,104.306881545253,,102.98441455070036,,103.9080396338858,,3388308
2018-10-09,,,103.02638244628906,,103.8100727003695,,102.80946688325194,,103.61414176086873,,3809950
2018-10-10,,,99.84269714355469,,103.3412781297222,,99.70975354537121,,103.20833453153872,,5802894
2018-10-11,,,97.27469635009766,,100.89223728240098,,97.10676354240984,,99.79367729744204,,9111183
2018-10-12,,,98.55519104003906,,99.0379937154355,,97.31668508144188,,98.74410848485888,,6865316
2018-10-15,,,98.7511215209961,,99.54180298394745,,98.0583943668845,,98.22632720715625,,5193913
2018-10-16,,,101.54297637939453,,101.7738853942738,,99.06597575281549,,100.0105964340659,,9095493
2018-10-17,,,93.79711151123047,,95.96623360969929,,93.3562892389884,,95.08458906521514,,20359344
2018-10-18,,,91.34809875488281,,93.3422968997828,,90.99124289130974,,92.87348209486308,,10472238
2018-10-19,,,90.33352661132812,,92.28573910249688,,89.53584832908726,,91.41808786553564,,8150014
2018-10-22,,,90.97724151611328,,91.27112673163347,,89.84370340134666,,90.66936841412381,,5982597
2018-10-23,,,91.80992126464844,,92.2927239806049,,89.850712288151,,90.27753553072652,,6760926
2018-10-24,,,89.01103973388672,,92.14577268459311,,88.86410270406394,,91.78192010181387,,5972974
2018-10-25,,,88.47926330566406,,89.41688738377111,,87.56263502022155,,89.03904129163297,,10778298
2018-10-26,,,87.3177261352539,,88.0104476430022,,86.5620340060645,,87.61161137126045,,9170282
2018-10-29,,,83.71418762207031,,86.72997070581425,,82.77656357042453,,83.5042743732482,,21391118
2018-10-30,,,80.74738311767578,,85.01565990656988,,80.57245355800022,,84.30194261254454,,22445696
2018-10-31,,,80.76837158203125,,81.51706695425618,,79.83074759888396,,81.51007021873907,,22640670
2018-11-01,,,81.74799346923828,,81.86694358246669,,80.5444765269737,,80.81736602248927,,14253528
2018-11-02,,,80.93630981445312,,82.39172024312055,,80.14562839226755,,82.22378741150705,,11079964
2018-11-05,,,84.00806427001953,,84.50486601410614,,81.16721085698738,,81.23718379874404,,9565252
2018-11-06,,,86.1491928100586,,86.63200104547157,,84.18298736018477,,84.4558767864669,,10038880
2018-11-07,,,87.35270690917969,,87.50664066395288,,85.59641473547458,,86.61799947454668,,12952304
2018-11-08,,,87.43065643310547,,88.1534581312765,,86.89918393090844,,86.92044712887676,,10874634
2018-11-09,,,87.54407501220703,,88.27396283902644,,86.42443714064811,,87.59367596465059,,7282043
2018-11-12,,,85.67327880859375,,87.56531932298147,,85.49612126643773,,87.51571272293063,,5626539
2018-11-13,,,85.63074493408203,,86.62991173528002,,84.96463561831881,,85.87876658611019,,4272282
2018-11-14,,,85.17720794677734,,86.40313864777754,,84.87249956082785,,85.82205960873908,,4981366
2018-11-15,,,86.0559310913086,,86.0559310913086,,84.68827745262494,,84.79457083924069,,5447463
2018-11-16,,,86.14804077148438,,86.34645581952257,,85.41815320934715,,85.66617484694788,,4263810
2018-11-19,,,85.25515747070312,,86.58029567772464,,84.87249911475323,,86.1905514748205,,4321235
2018-11-20,,,83.05133819580078,,84.67409923038163,,82.69702316431282,,83.9654691674057,,6520555
2018-11-21,,,84.02217102050781,,84.68828041366797,,83.18598428566642,,83.34188427421068,,5581247
2018-11-23,,,83.04424285888672,,83.85916620717406,,82.84582216604434,,83.68200871167221,,2442096
2018-11-26,,,84.72370910644531,,85.21266661593569,,83.66076955494557,,83.88044218319295,,5241611
2018-11-27,,,85.0567398071289,,85.06382565386332,,83.88041573284907,,83.88750157958349,,5129375
2018-11-28,,,87.16138458251953,,87.22516287157222,,85.19139436605955,,85.75121596088853,,5339307
2018-11-29,,,86.08424377441406,,87.24639607401663,,86.02755700449987,,86.7645302542223,,5439305
2018-11-30,,,88.06135559082031,,88.35897822087914,,86.08427926270771,,86.2118358578094,,7585174
2018-12-03,,,88.7983169555664,,89.70536207466637,,88.12512179198238,,89.0534244556457,,6115334
2018-12-04,,,86.1693115234375,,88.52196037961974,,85.97798229385057,,88.21725191307516,,6276732
2018-12-06,,,87.80622863769531,,87.80622863769531,,84.53944931332376,,84.83707753267025,,7257148
2018-12-07,,,84.56780242919922,,87.90544039015121,,84.23474495585502,,87.79914701602816,,7342502
2018-12-10,,,85.83625793457031,,86.22600223476894,,83.98673266059414,,84.85126275588232,,6850777
2018-12-11,,,85.66616821289062,,87.73536567170434,,85.03548822361287,,87.33852995125325,,5275083
2018-12-12,,,85.85752868652344,,87.07636837075817,,85.74414943440784,,86.8141749623544,,3724283
2018-12-13,,,85.55278778076172,,86.30393852210211,,85.15595769485043,,85.92836597898483,,4177306
2018-12-14,,,84.96461486816406,,85.82205318591103,,84.63864331053013,,84.68116404440212,,4763693
2018-12-17,,,82.27184295654297,,84.87959906711576,,81.5419553581206,,84.37646991912256,,7713727
2018-12-18,,,82.6615982055664,,83.78123587550797,,82.2151670935328,,82.83875574260803,,6579549
2018-12-19,,,82.50569152832031,,85.22682681853132,,82.17971989929357,,83.01590086079354,,7300871
2018-12-20,,,80.0892562866211,,82.51985458861398,,79.15386789572047,,81.98838211261413,,8843302
2018-12-21,,,78.61531829833984,,81.69076862914197,,78.26100327501283,,79.7207784566692,,10864279
2018-12-24,,,76.22723388671875,,78.65783242889886,,76.1776329509164,,77.87834391115592,,3997184
2018-12-26,,,78.93419647216797,,78.93419647216797,,75.07217186168195,,76.53194700719999,,6951507
2018-12-27,,,80.62782287597656,,80.62782287597656,,77.5736301152277,,77.94211683154852,,6323698
2018-12-28,,,80.0963363647461,,81.35061041294652,,79.72076386598312,,80.9396030252725,,5352905
2018-12-31,,,80.54986572265625,,81.03173161915745,,79.6640782506936,,80.30892994685283,,5212009
2019-01-02,,,81.64115905761719,,82.18680326880707,,79.14678794436601,,79.37354638415886,,4434935
2019-01-03,,,80.01131439208984,,81.40731692726091,,79.85541442615978,,81.15929528239148,,4546648
2019-01-04,,,83.1363754272461,,83.25684050413898,,81.09552103776896,,81.4285785301925,,4683779
2019-01-07,,,83.72455596923828,,84.20642770903284,,82.67578794314278,,83.26394743495516,,3923755
2019-01-08,,,84.91504669189453,,85.43943349781287,,84.31271553965176,,84.79458159246748,,4982726
2019-01-09,,,85.52445983886719,,86.02758903984162,,84.94338630023549,,85.68035982439544,,3800850
2019-01-10,,,86.3039321899414,,86.35353311948816,,85.00005150098842,,85.09217316810923,,4089860
2019-01-11,,,86.0700912475586,,86.18347046773839,,85.17721787154244,,86.15512707646994,,3893630
2019-01-14,,,85.31185150146484,,85.49609483594104,,84.8654148594486,,85.39688732161581,,5469220
2019-01-15,,,86.26141357421875,,86.40314182947795,,85.61656188851107,,85.71576940515028,,3668845
2019-01-16,,,86.18347930908203,,86.45275851907496,,85.62366334346406,,86.1551359149059,,4017791
2019-01-17,,,86.58740997314453,,86.74330996756957,,85.42525717445342,,85.43234302373573,,5261275
2019-01-18,,,87.74246978759766,,88.38023575689401,,86.9558896852597,,87.35271983322838,,6284891
2019-01-22,,,86.82121276855469,,87.72826324887441,,86.12676028541155,,87.37394833385865,,10514810
2019-01-23,,,94.16973114013672,,95.66493562045191,,92.341469167667,,93.09261433199192,,23078630
2019-01-24,,,93.91462707519531,,94.3964930551365,,93.1351328338697,,93.9854912162443,,6613753
2019-01-25,,,94.93505096435547,,95.2681027919599,,93.84375683537858,,94.15555677368805,,5969940
2019-01-28,,,95.14763641357422,,95.53029482797268,,93.95004892391063,,94.31853564223599,,5604154
2019-01-29,,,95.19013977050781,,95.95545650498667,,94.67283899695497,,95.16179638185466,,5268807
2019-01-30,,,95.22557830810547,,95.68618666688559,,94.4248266520398,,94.95629348516634,,4707941
2019-01-31,,,95.25393676757812,,95.46652353446123,,94.77206513515345,,95.27519996835171,,5108664
2019-02-01,,,95.02716064453125,,95.80664908165338,,94.4956825158758,,95.64366894005339,,3981076
2019-02-04,,,95.79956817626953,,95.8066596793984,,94.24059112957755,,94.97047306165851,,4149064
2019-02-05,,,96.05467224121094,,96.24599577483565,,95.60823558247162,,95.86333739737498,,5647249
2019-02-06,,,96.6003189086914,,96.83416885636207,,95.78539549847827,,95.82083039333473,,5104166
2019-02-07,,,95.48198699951172,,96.39960604037019,,94.71492167092129,,95.74006681840986,,4580852
2019-02-08,,,95.8547592163086,,95.8547592163086,,94.76509277293496,,94.87262459176884,,3399291
2019-02-11,,,96.05548858642578,,96.88706948351513,,95.99812989415152,,96.27055221698375,,3237475
2019-02-12,,,97.53229522705078,,97.63982706813974,,96.67920318534927,,96.88709273852498,,3469791
2019-02-13,,,98.58611297607422,,98.87287217693539,,97.79036820777596,,98.15598561677436,,4448638
2019-02-14,,,97.84054565429688,,98.64345305101088,,97.64698149152238,,98.33519436984358,,2917712
