Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,#,EXXON,MOBIL,#,EXXON,MOBIL,XOM,#,EXXON,MOBIL,XOM,#,EXXON,MOBIL,XOM,#,EXXON,MOBIL,XOM,#,EXXON,MOBIL,XOM
Date,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,,,,,,,60.04021072387695,,,,60.160247487756514,,,,59.07284865510732,,,,59.18582284841664,,,,11469300
2018-01-03,,,,,,,61.219417572021484,,,,61.41006930078549,,,,59.89193959114041,,,,60.13201854825733,,,,13957700
2018-01-04,,,,,,,61.30413818359375,,,,61.58658173234201,,,,61.02875720503392,,,,61.28295586019109,,,,10863000
2018-01-05,,,,,,,61.25474166870117,,,,61.34653357850818,,,,60.52039022874912,,,,61.25474166870117,,,,11047600
2018-01-08,,,,,,,61.53010940551758,,,,61.537171977710145,,,,61.148811314581124,,,,61.21942087501436,,,,10927100
2018-01-09,,,,,,,61.26884078979492,,,,61.53716462942992,,,,61.184111482258395,,,,61.388882954077495,,,,8131600
2018-01-10,,,,,,,60.78165817260742,,,,61.56543693927369,,,,60.711048589167355,,,,61.43127495972144,,,,10822300
2018-01-11,,,,,,,61.3818244934082,,,,61.69251300761797,,,,60.67571815177791,,,,60.979344094165484,,,,14366000
2018-01-12,,,,,,,61.79842758178711,,,,62.13029844004856,,,,61.55835400007873,,,,61.5724737572293,,,,9834500
2018-01-16,,,,,,,61.410072326660156,,,,61.96789700965111,,,,61.14881102839934,,,,61.95377186533209,,,,10882800
2018-01-17,,,,,,,62.13735580444336,,,,62.28563748433523,,,,61.38182226185315,,,,61.572468596810225,,,,10546000
2018-01-18,,,,,,,61.734867095947266,,,,62.27150933212539,,,,61.67131473475474,,,,61.974940625165175,,,,9223700
2018-01-19,,,,,,,61.53716278076172,,,,61.967888038344434,,,,61.155864746811616,,,,61.83372612255736,,,,13090000
2018-01-22,,,,,,,62.31388854980469,,,,62.34213345169773,,,,61.466563041670184,,,,61.551292360185116,,,,10270400
2018-01-23,,,,,,,62.34918975830078,,,,62.462163967355636,,,,61.95376655869967,,,,62.31388228769159,,,,10281800
2018-01-24,,,,,,,62.51160430908203,,,,62.78698539868606,,,,62.144431318664914,,,,62.48335940410151,,,,10316100
2018-01-25,,,,,,,62.39862060546875,,,,62.75167378339163,,,,62.278578430730356,,,,62.525719965007546,,,,11271900
2018-01-26,,,,,,,62.84345626831055,,,,62.84345626831055,,,,62.46922081764761,,,,62.589257587263425,,,,10514400
2018-01-29,,,,,,,62.14442825317383,,,,63.055306191995236,,,,62.10205820421071,,,,62.55396588727744,,,,9315700
2018-01-30,,,,,,,61.275917053222656,,,,62.40568629918532,,,,61.275917053222656,,,,61.812559465241684,,,,12408000
2018-01-31,,,,,,,61.64310073852539,,,,61.76313755281333,,,,60.95817655898274,,,,61.12057804015698,,,,14404700
2018-02-01,,,,,,,62.892906188964844,,,,63.02000557535973,,,,61.67840213833922,,,,61.78431919152915,,,,17971000
2018-02-02,,,,,,,59.68716812133789,,,,60.7322078759945,,,,58.60682628194228,,,,60.1108308483529,,,,29822100
2018-02-05,,,,,,,56.290809631347656,,,,59.30588194043993,,,,55.16809752315601,,,,58.80454698446276,,,,30452700
2018-02-06,,,,,,,55.32343673706055,,,,56.735649572146535,,,,54.29958458648899,,,,55.43641634970636,,,,36262800
2018-02-07,,,,,,,54.327816009521484,,,,56.07189929004704,,,,54.31369086786334,,,,55.38697537303128,,,,21994500
2018-02-08,,,,,,,53.713504791259766,,,,54.77972678816541,,,,53.685259893449164,,,,54.68087233941002,,,,25650800
2018-02-09,,,,,,,54.0558967590332,,,,54.555228717189934,,,,52.714844514706805,,,,54.391161180677514,,,,29491600
2018-02-12,,,,,,,54.51244354248047,,,,55.36843913730531,,,,54.09871261042776,,,,54.96184299849563,,,,19340400
2018-02-13,,,,,,,54.426822662353516,,,,54.74781746079361,,,,54.02022671127932,,,,54.28415407463002,,,,11926600
2018-02-14,,,,,,,54.54096984863281,,,,54.683638482808725,,,,53.62077756664293,,,,54.063042169210355,,,,17188400
2018-02-15,,,,,,,54.36263656616211,,,,54.71216518584853,,,,53.820506656468645,,,,54.65510317607956,,,,14432400
2018-02-16,,,,,,,54.59803009033203,,,,55.01176091141369,,,,54.10583289138141,,,,54.31983309325156,,,,13722400
2018-02-20,,,,,,,54.03450012207031,,,,55.261422975800265,,,,53.8276347160576,,,,54.54809624151551,,,,13387300
2018-02-21,,,,,,,53.42103576660156,,,,54.52669432102987,,,,53.40677162728832,,,,54.084429810808395,,,,11715000
2018-02-22,,,,,,,54.11295700073242,,,,54.81201402997777,,,,53.63502947878405,,,,53.71349584116365,,,,14020200
2018-02-23,,,,,,,55.30421829223633,,,,55.368420525336774,,,,54.17716079781373,,,,54.2770261006359,,,,13378800
2018-02-26,,,,,,,56.23868179321289,,,,56.30288403460548,,,,55.32562436819648,,,,55.45402340873013,,,,16940400
2018-02-27,,,,,,,55.28282928466797,,,,56.97341582974524,,,,55.28282928466797,,,,56.35281952888735,,,,14629500
2018-02-28,,,,,,,54.027366638183594,,,,55.81781830839174,,,,53.99883291505165,,,,55.75362151303328,,,,17087800
2018-03-01,,,,,,,53.64216232299805,,,,54.69788816785221,,,,53.3996338723798,,,,53.8775614254808,,,,15696700
2018-03-02,,,,,,,53.8918342590332,,,,54.12009858490747,,,,53.128574909180124,,,,53.42103602565145,,,,15630300
2018-03-05,,,,,,,54.40542984008789,,,,54.612295254506634,,,,53.5851084161273,,,,53.66357479546721,,,,14891000
2018-03-06,,,,,,,54.34123229980469,,,,54.91189587951027,,,,54.1129679563727,,,,54.69076088519246,,,,10754300
2018-03-07,,,,,,,52.97163772583008,,,,53.670694784256064,,,,52.47230581327545,,,,53.49949791475893,,,,27255500
2018-03-08,,,,,,,52.87178421020508,,,,53.3354422749568,,,,52.565053469472275,,,,53.14284643414856,,,,19299800
2018-03-09,,,,,,,53.18564987182617,,,,53.542313308074476,,,,52.93598655490279,,,,53.37111638250589,,,,19714100
2018-03-12,,,,,,,53.67070770263672,,,,53.913241648197676,,,,53.27838122218021,,,,53.40678026577091,,,,14226700
2018-03-13,,,,,,,53.164249420166016,,,,54.084441712512984,,,,52.96451877232363,,,,53.734913078788814,,,,13739700
2018-03-14,,,,,,,52.5008544921875,,,,53.34971517584071,,,,52.4509218309286,,,,53.24271506107109,,,,14820700
2018-03-15,,,,,,,53.08578109741211,,,,53.49951196273099,,,,52.85751673072786,,,,53.035848437270296,,,,15640600
2018-03-16,,,,,,,53.5850944519043,,,,53.5850944519043,,,,53.04296472926645,,,,53.04296472926645,,,,32109700
2018-03-19,,,,,,,52.89316940307617,,,,53.506630725180095,,,,52.68630403238995,,,,53.499495935225355,,,,12744800
2018-03-20,,,,,,,52.779056549072266,,,,53.285518002121194,,,,52.750522819600896,,,,52.94312413296956,,,,13003200
2018-03-21,,,,,,,53.528038024902344,,,,53.95603297087511,,,,52.77191343894209,,,,52.95024511995167,,,,15418500
2018-03-22,,,,,,,52.42952346801758,,,,53.28551351100279,,,,52.35105707914787,,,,53.08578286378971,,,,17737000
2018-03-23,,,,,,,51.994388580322266,,,,52.9359797126216,,,,51.83745581789713,,,,52.650647912053316,,,,20157300
2018-03-26,,,,,,,52.78618240356445,,,,52.89318251040036,,,,51.89452391701776,,,,52.53651911578168,,,,15032700
2018-03-27,,,,,,,52.57217788696289,,,,53.42103843819825,,,,52.2725819661449,,,,52.786178083119204,,,,15821900
2018-03-28,,,,,,,51.93732833862305,,,,52.79332385910652,,,,51.915929403005094,,,,52.60072255404056,,,,18163900
2018-03-29,,,,,,,53.2213134765625,,,,53.421044111653075,,,,52.25832337608914,,,,52.308256034861785,,,,14882900
2018-04-02,,,,,,,52.229793548583984,,,,53.07151946089073,,,,51.47366881866933,,,,52.97878348606962,,,,17891100
2018-04-03,,,,,,,53.513755798339844,,,,53.59935694420866,,,,52.144170117937186,,,,52.39383332390907,,,,15999200
2018-04-04,,,,,,,53.40678405761719,,,,53.54231246051471,,,,52.38672642840418,,,,52.8218562491193,,,,13122200
2018-04-05,,,,,,,54.22710418701172,,,,54.4411044167207,,,,53.51377734431765,,,,53.54231107109565,,,,14200000
2018-04-06,,,,,,,53.40678405761719,,,,54.29844263412324,,,,52.943120509383625,,,,53.95604334615401,,,,14299600
2018-04-09,,,,,,,53.40678405761719,,,,54.06304346378515,,,,53.35685139502293,,,,53.65644737058847,,,,11103100
2018-04-10,,,,,,,54.97610092163086,,,,55.47542754708537,,,,54.25563926868761,,,,54.26990885355891,,,,19006100
2018-04-11,,,,,,,55.232887268066406,,,,55.66801699571988,,,,54.747824888497824,,,,55.00462293899007,,,,13734000
2018-04-12,,,,,,,55.08310317993164,,,,55.7393626109633,,,,54.93330518647347,,,,55.539631953019075,,,,13270400
2018-04-13,,,,,,,55.52535629272461,,,,55.77502503009161,,,,55.35415938211004,,,,55.496828009498564,,,,10925000
2018-04-16,,,,,,,56.024696350097656,,,,56.409893535844226,,,,55.432633706695384,,,,55.72510035304558,,,,10743600
2018-04-17,,,,,,,55.874881744384766,,,,56.18161244322436,,,,55.6680163482138,,,,56.02467969838771,,,,10478100
2018-04-18,,,,,,,56.50975036621094,,,,56.89494749400397,,,,56.31001973155935,,,,56.38135132361326,,,,12061400
2018-04-19,,,,,,,56.65238952636719,,,,56.93772121583698,,,,56.21725992443185,,,,56.58105796456206,,,,11291500
2018-04-20,,,,,,,56.35280227661133,,,,56.63813400949989,,,,55.87487475331681,,,,56.581066574472146,,,,12072200
