Price,Close,High,Low,Open,Volume
Ticker,DE,DE,DE,DE,DE
Date,,,,,
2018-01-02,141.22329711914062,141.26798793668857,139.91841252816633,140.02565958010317,1897600
2018-01-03,141.86679077148438,142.19749187401607,140.89259379188738,141.11603421680712,1392300
2018-01-04,142.6800994873047,143.09123581874002,140.63339144959545,142.28684220620642,1747000
2018-01-05,143.2879180908203,143.42197692422664,139.95417629772032,142.82315807213735,1574400
2018-01-08,143.99395751953125,144.0565137510377,142.01873803179683,143.0465722371483,2711800
2018-01-09,148.0069580078125,148.3465782146565,144.36040826491433,144.79834281425272,4345200
2018-01-10,147.4170684814453,150.54523467550337,146.66631186792475,149.02584239450533,5473700
2018-01-11,149.6693878173828,149.74982312287585,146.3714039149124,147.58692075846767,1958200
2018-01-12,151.31387329101562,152.59194610052464,150.11623576929614,150.55417031685423,2316500
2018-01-16,149.7407989501953,152.4846533606844,148.686166903475,152.0735170611903,2046100
2018-01-17,149.64248657226562,150.72394402524927,148.7129805807272,150.68819956460956,1960400
2018-01-18,150.0625762939453,150.55414793132843,148.59680772647965,149.222451794633,2185900
2018-01-19,152.2255096435547,152.2255096435547,150.232411097837,150.62566845461936,1613900
2018-01-22,152.27914428710938,152.29700970446976,150.7954963828066,151.93951042913753,1401000
2018-01-23,150.74185180664062,152.01992449332838,150.53627679619277,151.8501075880546,1365000
2018-01-24,151.58200073242188,152.32381099585004,150.20559997780276,151.68031507203753,1448700
2018-01-25,151.1619110107422,153.19074012073827,149.17775907270976,152.83324091870665,1651300
2018-01-26,153.27120971679688,153.69127883661744,151.17086411769398,151.49261889803054,1554500
2018-01-29,151.20660400390625,153.68232783206486,150.83122571117997,153.27120507048352,1487600
2018-01-30,150.60777282714844,151.40322016120572,149.0973270733206,149.92851887327816,1712700
2018-01-31,148.73977661132812,152.4578274598584,148.50740354743894,151.4210609205672,1969800
2018-02-01,150.01788330078125,150.50050854258384,146.80926893572126,148.35548625367588,1721300
2018-02-02,147.43492126464844,150.08938070105862,147.22041356855516,148.95431327491295,2568700
2018-02-05,140.3384552001953,148.41805434856013,140.29376439107517,145.7725275563774,3549600
2018-02-06,144.68218994140625,145.0218102113619,135.3602456396854,137.59465053184834,3377400
2018-02-07,144.28890991210938,146.71994314525926,143.81521724013825,144.04759040296764,2378800
2018-02-08,137.3354034423828,144.09223859784703,137.29071263721005,144.07435954823413,3051300
2018-02-09,138.47052001953125,140.454672462616,132.8130193817268,138.89953553643662,3895300
2018-02-12,142.29579162597656,143.32361202020203,139.3463755917072,140.0881993629554,2343100
2018-02-13,144.16378784179688,144.44085183078045,140.8211136431445,141.23225009106181,1795900
2018-02-14,145.93338012695312,147.36340401631756,142.78733575298247,142.96609896744192,2854000
2018-02-15,149.08836364746094,149.63355874459126,145.67420157973984,147.47065740583201,3026200
2018-02-16,151.43899536132812,156.64068173231576,144.79833836814186,148.1499449806439,6626900
2018-02-20,147.2650909423828,151.9037154596283,146.26406875631878,151.081442851809,3750400
2018-02-21,144.8698272705078,149.0615717268926,144.76258023310263,147.29192742110226,2753300
2018-02-22,146.71987915039062,148.18564734537193,145.46860496978113,145.68311262187,1908800
2018-02-23,148.5789794921875,148.5968449105843,145.56699269000183,147.48858891012782,2038800
2018-02-26,149.6693878173828,150.42907732102637,148.03380175039644,149.3029421309471,1770000
2018-02-27,146.2015380859375,149.73189401455647,146.2015380859375,149.73189401455647,2281800
2018-02-28,143.77944946289062,147.39918730574053,143.77944946289062,146.50542554887497,2781400
2018-03-01,140.1508026123047,145.5491321737835,139.19448446235552,143.67222671188222,3697000
2018-03-02,137.02264404296875,139.65923910006765,135.6551893338155,139.02467574495745,4169500
2018-03-05,140.80323791503906,141.4288821294008,134.9937858047709,136.3344285994482,3093400
2018-03-06,141.67018127441406,142.61758025994206,140.73174227295797,141.750630202938,2394000
2018-03-07,141.1249542236328,141.50034610490917,138.51517193196503,139.46255706632908,2589100
2018-03-08,143.9492645263672,144.20846306964717,139.17658007917413,140.9372918085599,3508000
2018-03-09,150.08938598632812,150.16088855421046,144.54806653379066,144.78938599567851,3828000
2018-03-12,146.60372924804688,150.19665506845624,145.5044061854465,150.11621978922915,2260900
2018-03-13,144.18161010742188,148.64147121421274,143.60065695631314,147.43490138538945,2732300
2018-03-14,143.18954467773438,145.2362526373817,142.0187055854044,145.16475007648012,2243000
2018-03-15,142.64434814453125,144.5033601583389,142.2421445388032,143.82410629320606,1320700
2018-03-16,146.46966552734375,146.55903351090814,142.43879170372801,142.751613740505,3818700
2018-03-19,142.58180236816406,145.620586681528,141.06241021148207,145.37033449749669,2798600
2018-03-20,142.992919921875,144.8340665924265,142.26896158726103,143.1806022163265,1499400
2018-03-21,141.25906372070312,143.39515400577721,139.1855296737788,142.00982040484183,2901100
2018-03-22,135.47640991210938,139.75752276386706,135.14572242328455,137.4069385966633,3768800
2018-03-23,132.2766876220703,137.3979366418506,131.91918851601628,135.63722558721517,2940600
2018-03-26,137.04937744140625,137.3532530612908,133.08107442219787,135.3065453418127,2463800
2018-03-27,135.99481201171875,140.3116835628602,134.8686633058498,137.85383837337986,2691400
2018-03-28,135.92295837402344,137.85216099587745,133.50921992550295,135.92295837402344,2655000
2018-03-29,139.3685760498047,139.82619390236232,135.95883493897085,136.74844925171513,3526700
2018-04-02,136.2281036376953,138.9738396700549,133.9579218569162,138.5251896336115,2150600
2018-04-03,137.32275390625,137.4753069193299,134.3796116889078,137.00870719461713,1957400
2018-04-04,133.31185913085938,133.84126281132737,128.82535941493967,130.39563431551156,4478100
2018-04-05,135.79739379882812,137.49329043954566,133.97587569182457,134.52322930029496,2963400
2018-04-06,130.45843505859375,134.41553099900696,128.3408066958708,133.9937989405025,3294000
2018-04-09,128.27801513671875,132.29791533789822,128.0716262768968,131.60699049822765,3629600
2018-04-10,132.8094024658203,134.13741666778023,130.50334798829073,131.05070167771225,2597400
2018-04-11,129.57907104492188,131.16728187751738,129.4354997868778,130.35074944227281,2309000
2018-04-12,134.82826232910156,135.6537764978726,130.69170972459895,130.69170972459895,3258100
2018-04-13,134.57704162597656,136.38959134463022,133.6797416829198,136.1293803854964,2634900
2018-04-16,133.67970275878906,135.743494765238,133.06056378768372,135.6447912525733,2608100
2018-04-17,133.83226013183594,136.52415954065629,133.83226013183594,135.21410949572044,1957800
2018-04-18,134.38861083984375,136.12937484925249,134.06558232581213,135.12438964353743,2022000
2018-04-19,132.89015197753906,135.06161660416257,131.45446632258665,134.44247733661075,2290300
2018-04-20,131.86721801757812,134.4783506909482,131.27499671363364,133.09651467345623,1896700
2018-04-23,131.04165649414062,132.63886273117868,130.39561323586074,132.12739527422616,1245200
2018-04-24,123.92607116699219,133.83225455424986,123.29796406945275,133.07852603720252,5467900
2018-04-25,123.8274154663086,125.53228020256527,122.12255073005191,123.89023304617612,3067300
2018-04-26,122.32891082763672,124.04275711623417,119.96900744272725,123.87226792530302,4071600
2018-04-27,123.43257141113281,125.55916778172141,122.32889637355376,122.66089295347929,2602000
2018-04-30,121.43158721923828,124.2221902286083,121.33288369060942,123.59408308811045,2533400
2018-05-01,121.46751403808594,122.23022462414943,118.60512443692205,120.9201604119225,2378800
2018-05-02,120.91118621826172,123.7197398601898,120.76761491893029,121.50340755921935,2585000
2018-05-03,122.81344604492188,123.30696378095867,117.77959252076937,122.03279942991637,3716900
2018-05-04,123.19926452636719,124.0516965928225,121.27006175311749,122.14044364914157,1934700
2018-05-07,125.8193588256836,127.21017603044929,124.966926891055,125.6219518060804,1840900
2018-05-08,127.47940826416016,128.04469791252197,125.81939790868063,126.20523030848773,2189300
2018-05-09,130.2520294189453,130.58402593088363,127.49731273237569,128.50229771970595,2332600
2018-05-10,131.55311584472656,132.35171206818154,129.7046805651594,130.53019468556283,2413800
2018-05-11,132.1902313232422,133.69768862294305,131.14037836387377,131.73259959948922,2487000
2018-05-14,131.6787872314453,133.35673400595962,130.81737312707682,133.11447284148855,3483900
2018-05-15,130.58407592773438,131.4095903354485,128.59206871000876,130.40461865505083,3135000
2018-05-16,132.2171630859375,132.44148809036446,130.6648241972705,130.6648241972705,1887400
2018-05-17,131.7325897216797,132.8901142037425,130.47637539945805,132.1722715803119,4095700
2018-05-18,139.30581665039062,140.9658270275787,131.1044956896238,131.45444212098053,7788800
2018-05-21,142.0695037841797,144.81523946094734,140.06852871446188,143.11934309049022,4922000
2018-05-22,139.16221618652344,143.0385577132233,138.99172704182493,142.07844040011383,2462000
