Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,#,(GOOGLE),ALPHABET,CLASS,#,(GOOGLE),ALPHABET,C,CLASS,GOOG,#,(GOOGLE),ALPHABET,C,CLASS,GOOG,#,(GOOGLE),ALPHABET,C,CLASS,GOOG,#,(GOOGLE),ALPHABET,C,CLASS,GOOG,#,(GOOGLE),ALPHABET,C,CLASS,GOOG
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,,,,,,,,57.2136116027832,,52.93534469604492,,,,57.84453069462009,,53.03177164247404,,,,56.95200785388611,,51.9526870666116,,,,57.77528039896792,,52.10726672750865,,,,15819800,,24752000
2018-01-03,,,,,,,,57.39058303833008,,53.80418395996094,,,,57.50599630350619,,53.99355666474595,,,,56.91355015184054,,52.846376272753204,,,,57.205925336145825,,52.90105158329008,,,,14657900,,28604000
2018-01-04,,,,,,,,58.09844207763672,,53.99901580810547,,,,58.56008921853475,,54.355398811201326,,,,57.44444147218436,,53.87982456144072,,,,57.71373514852805,,54.078544898018386,,,,16864900,,20092000
2018-01-05,,,,,,,,58.021507263183594,,54.78584289550781,,,,58.29849087735876,,54.88624781016221,,,,57.67526747268039,,54.277364072708245,,,,58.252327920023305,,54.37677544248824,,,,15300500,,25582000
2018-01-08,,,,,,,,57.34443283081055,,55.01995086669922,,,,57.89071614593639,,55.23517088579156,,,,57.19055235646889,,54.75552383192969,,,,57.83685739290043,,54.78584211879306,,,,14215700,,20952000
2018-01-09,,,,,,,,57.94457244873047,,54.98615646362305,,,,58.39083402368002,,55.20038295765831,,,,57.40598494114555,,54.73619268856059,,,,57.52139822710334,,55.142230240706695,,,,14209500,,18050000
2018-01-10,,,,,,,,58.20615768432617,,54.80472946166992,,,,58.69088628622309,,54.90364026295311,,,,57.99072275014977,,54.48164915890861,,,,58.244624853908135,,54.530856173341405,,,,14008000,,20856000
2018-01-11,,,,,,,,58.13691711425781,,54.94937515258789,,,,58.49084683250434,,54.999325434370725,,,,57.8137646589235,,54.65462601791947,,,,58.46007543975479,,54.98814236566608,,,,15459900,,19566000
2018-01-12,,,,,,,,59.12175750732422,,55.78142547607422,,,,59.21408928272459,,55.88232716555062,,,,58.306180703520646,,54.73216242863382,,,,58.39851247892102,,54.79478988660521,,,,16946700,,34410000
2018-01-16,,,,,,,,59.329505920410156,,55.75657653808594,,,,60.352827809725795,,56.658711530371455,,,,59.08329370878615,,55.561337377625144,,,,59.82962612625452,,56.29089892688357,,,,26181400,,31506000
2018-01-17,,,,,,,,59.60649108886719,,56.26455307006836,,,,59.752681596832716,,56.29537192231217,,,,58.55239201543072,,55.52047517010285,,,,59.1602296530916,,55.97825666452497,,,,20958400,,24052000
2018-01-18,,,,,,,,59.544944763183594,,56.15570068359375,,,,59.78346120779873,,56.2908986346983,,,,59.30642831856846,,55.544833625656494,,,,59.752689815726654,,56.2362233273095,,,,15420800,,23964000
2018-01-19,,,,,,,,60.2451171875,,56.53942108154297,,,,60.30666584478614,,56.556819493873014,,,,59.57572490935877,,56.08164336985022,,,,59.68344239731306,,56.25709884972961,,,,17814000,,35564000
2018-01-22,,,,,,,,60.46823501586914,,57.44901657104492,,,,60.70675731434107,,57.65131293672402,,,,60.05275667951086,,56.420132537758704,,,,60.19894132742872,,56.53842885102229,,,,11561100,,32360000
2018-01-23,,,,,,,,60.43745422363281,,58.152828216552734,,,,60.6990520888032,,58.23518625829436,,,,59.98349704503077,,57.59514239407146,,,,60.36820393157162,,57.64981769777487,,,,10080000,,26662000
2018-01-24,,,,,,,,61.12995529174805,,57.86802673339844,,,,61.33000462559361,,58.644410040162334,,,,60.52212324496345,,57.70946909850432,,,,60.75294398078731,,58.51865834852539,,,,18108600,,28332000
2018-01-25,,,,,,,,61.12224578857422,,58.17271041870117,,,,61.85318668968613,,58.44956434383563,,,,60.94527799800722,,57.79445803719718,,,,61.43770245415552,,58.28007014413136,,,,16178800,,29610000
2018-01-26,,,,,,,,61.61466979980469,,58.44459915161133,,,,61.61466979980469,,58.44459915161133,,,,60.752924072686525,,57.5633361565859,,,,61.253044308334005,,58.40682548269365,,,,12807800,,40376000
2018-01-29,,,,,,,,61.52231216430664,,58.43167495727539,,,,62.09167659773608,,58.99383557879811,,,,61.422290507267434,,58.25273827164996,,,,61.64542116081033,,58.476411024759884,,,,14611100,,27578000
2018-01-30,,,,,,,,60.491329193115234,,57.84068298339844,,,,61.24535160587824,,58.47839086299755,,,,60.48363340967318,,57.83223026812697,,,,60.93758483998683,,58.046456733409954,,,,15816900,,31126000
2018-01-31,,,,,,,,60.38360595703125,,58.15134048461914,,,,61.08376955936958,,58.30343628004366,,,,60.160475219756194,,57.614033684033096,,,,60.61442660685347,,58.18265231724157,,,,16266300,,30774000
2018-02-01,,,,,,,,60.93758010864258,,58.040000915527344,,,,60.960667457176186,,58.35314200507447,,,,60.12200323199213,,57.53400972293672,,,,60.222024928321716,,57.787007215310126,,,,12437200,,48242000
2018-02-02,,,,,,,,59.50065994262695,,55.2664909362793,,,,61.07663249583229,,55.82168915770944,,,,59.39250548354212,,55.036754525788815,,,,60.75989612107697,,55.76850416617517,,,,18561200,,97158000
2018-02-05,,,,,,,,56.60366439819336,,52.478065490722656,,,,59.655182669349635,,55.1720512260577,,,,55.77705178174893,,52.29067988082718,,,,58.34186899394841,,54.207781729878036,,,,31087800,,75966000
2018-02-06,,,,,,,,57.801082611083984,,53.710731506347656,,,,58.08692275287425,,53.765903583065636,,,,54.965879881720575,,50.85455929036226,,,,55.251714129535095,,51.05551700989734,,,,32116700,,68960000
2018-02-07,,,,,,,,57.932411193847656,,52.119197845458984,,,,58.7744776004957,,53.76938875241178,,,,57.41481404051826,,52.103289750131374,,,,57.76245251210352,,53.75745862895513,,,,18908400,,47384000
2018-02-08,,,,,,,,55.522125244140625,,49.780094146728516,,,,58.13329295886634,,52.618223098623666,,,,55.46804799807753,,49.737348967817496,,,,57.994236341278715,,52.458671940222125,,,,24941100,,57182000
2018-02-09,,,,,,,,56.920406341552734,,51.5823860168457,,,,57.38392638511719,,51.890058808692636,,,,54.850011312586176,,49.334744767677535,,,,56.410530167847845,,50.56195094362261,,,,26616500,,70118000
2018-02-12,,,,,,,,57.754764556884766,,52.28620529174805,,,,58.32643926492888,,52.761381434495085,,,,57.144460710278885,,51.73885683066764,,,,57.5307285199804,,52.09037075710264,,,,16677700,,41154000
2018-02-13,,,,,,,,58.0792121887207,,52.294158935546875,,,,58.23371691267526,,52.605805931895425,,,,57.28350166179766,,51.895876334338645,,,,57.43027938136126,,51.94125706984403,,,,11749100,,25302000
2018-02-14,,,,,,,,59.26117706298828,,53.1689567565918,,,,59.37705852682508,,53.26935788279851,,,,57.73156060106599,,52.02823826534535,,,,57.963317634763506,,52.13758508790807,,,,16261300,,31116000
2018-02-15,,,,,,,,59.54702377319336,,54.15410232543945,,,,59.84058507243442,,54.2514735193929,,,,59.021699520777894,,52.9025391033965,,,,59.62427612625924,,53.63468690280448,,,,11066400,,36868000
2018-02-16,,,,,,,,59.346160888671875,,54.416542053222656,,,,59.7710576568123,,54.90712571041207,,,,59.18392918464822,,54.09410639200934,,,,59.330712776183375,,54.09893001463584,,,,11644900,,33590000
2018-02-20,,,,,,,,59.06804275512695,,54.79727554321289,,,,59.6628981806038,,55.36837802302443,,,,58.78220259927662,,54.104391766884945,,,,59.207099331760084,,54.20628699754434,,,,12040900,,28462000
2018-02-21,,,,,,,,59.4852180480957,,55.238651275634766,,,,60.582216758584124,,56.363465390019364,,,,59.02169804729547,,54.98963177416049,,,,59.02169804729547,,54.99659038023668,,,,15888800,,30258000
2018-02-22,,,,,,,,58.92127990722656,,55.00454330444336,,,,59.856053047587956,,55.809257758480356,,,,58.666347672015206,,54.803737270256505,,,,59.70154241142247,,55.479719406152114,,,,16049500,,26344000
2018-02-23,,,,,,,,59.54702377319336,,56.006587982177734,,,,59.57019888971545,,56.030941208403036,,,,58.86718892066939,,54.909308665076686,,,,59.0835037608213,,55.303268173967126,,,,12481200,,25220000
2018-02-26,,,,,,,,59.987369537353516,,56.84957504272461,,,,60.05689488792616,,56.860014848058654,,,,59.268911444885376,,56.00186512489355,,,,59.66290611339418,,56.056786919536854,,,,17288300,,31182000
2018-02-27,,,,,,,,59.00624465942383,,55.584102630615234,,,,60.16504762056396,,56.863993281501855,,,,58.98306954323729,,55.56968864476586,,,,59.886934438372194,,56.724821147676074,,,,19977200,,35482000
