Price,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,#,BOEING,#,BA,BOEING,#,BA,BOEING,#,BA,BOEING,#,BA,BOEING,#,BA,BOEING
Date,,,,,,,,,,,,,,,,,
2018-01-02,,,,282.8863830566406,,,283.0293261619516,,,281.51407107959,,,281.8476243806707,,,2978900,
2018-01-03,,,,283.8012390136719,,,284.46834559467777,,,281.580778626837,,,282.02868639796225,,,3211200,
2018-01-04,,,,282.7243957519531,,,284.392133204921,,,281.580792722419,,,283.93468617650075,,,4171700,
2018-01-05,,,,294.32232666015625,,,294.3699937554494,,,282.7720572510813,,,282.8196952633389,,,6177700,
2018-01-08,,,,295.5707092285156,,,296.2473259689747,,,291.37754675172033,,,294.15075927209307,,,4124900,
2018-01-09,,,,303.46148681640625,,,304.8719266139948,,,295.8947217452268,,,295.9900268407316,,,5641300,
2018-01-10,,,,305.20550537109375,,,307.0066467693733,,,300.6692500104819,,,302.5656965122179,,,4479300,
2018-01-11,,,,312.6960144042969,,,312.9628512433409,,,306.09178082568235,,,306.9875964459802,,,4635300,
2018-01-12,,,,320.40570068359375,,,321.0442186552089,,,314.8497654641245,,,314.8497654641245,,,6559300,
2018-01-16,,,,319.40509033203125,,,331.3842175578264,,,315.7551113930524,,,323.9222671802264,,,12305500,
2018-01-17,,,,334.5099792480469,,,335.67263151341245,,,320.59627991517203,,,321.8542372678029,,,9699900,
2018-01-18,,,,324.1700744628906,,,334.3384926110129,,,323.2075423091806,,,334.2146279614283,,,9458600,
2018-01-19,,,,321.8542785644531,,,327.8295331315816,,,319.9673422933969,,,325.60907263684703,,,7264400,
2018-01-22,,,,322.111572265625,,,325.3326926415665,,,316.4317432174448,,,319.5289698738451,,,6792900,
2018-01-23,,,,319.8148498535156,,,323.00738154604403,,,319.0715166337864,,,322.43558005016797,,,4537800,
2018-01-24,,,,318.9571838378906,,,323.05504151806656,,,318.43304939613586,,,320.39621236846585,,,4205400,
2018-01-25,,,,326.98138427734375,,,327.4674199693337,,,319.53851195669404,,,320.40573899711114,,,4747500,
2018-01-26,,,,327.0862121582031,,,329.7164817711253,,,325.20881505158036,,,328.14402027807495,,,5236300,
2018-01-29,,,,324.79901123046875,,,328.28696834861455,,,324.1128552550461,,,325.18974176621253,,,3324900,
2018-01-30,,,,321.8352355957031,,,323.99854816901166,,,318.45212231324064,,,323.22662621911985,,,4983100,
2018-01-31,,,,337.7121276855469,,,344.0018873567029,,,335.09139691281837,,,343.5539794794969,,,11409600,
2018-02-01,,,,340.1612548828125,,,344.4592617492762,,,335.4915959447677,,,336.35882288916685,,,6067600,
2018-02-02,,,,332.50872802734375,,,338.50306100318625,,,332.3086076785668,,,337.35945798696645,,,5486100,
2018-02-05,,,,313.4202880859375,,,333.5474920987237,,,302.47040972332434,,,326.5620674178765,,,10511300,
2018-02-06,,,,324.88482666015625,,,325.60911060111636,,,302.71820156953993,,,304.9577407951113,,,11935100,
2018-02-07,,,,331.755859375,,,336.9687313191863,,,323.89366852634623,,,324.51310804933047,,,7946700,
2018-02-08,,,,315.71441650390625,,,334.2362741486789,,,315.4654059156404,,,333.27857708808097,,,8295900,
2018-02-09,,,,318.7503356933594,,,323.51967811348425,,,305.74482100641535,,,319.43987882365934,,,8833000,
2018-02-12,,,,329.2563171386719,,,333.0392331308711,,,320.9530979879711,,,322.3321844259079,,,6885000,
2018-02-13,,,,328.6433410644531,,,333.1636725554376,,,325.89475505767626,,,326.0479901012041,,,4030200,
2018-02-14,,,,330.2618408203125,,,332.7326864040947,,,326.73752261298165,,,326.90031474817835,,,4340200,
2018-02-15,,,,341.3807067871094,,,341.4668960206106,,,333.32647051073644,,,333.72871616033865,,,5827500,
2018-02-16,,,,340.02081298828125,,,344.2921342027313,,,338.55553748048794,,,341.5052319179875,,,5211600,
2018-02-20,,,,338.4023132324219,,,342.6544911607542,,,336.5347919920302,,,337.10941616035063,,,4303400,
2018-02-21,,,,337.4637145996094,,,345.54668027368587,,,336.8699470876788,,,337.6456793825036,,,5258600,
2018-02-22,,,,340.86358642578125,,,342.9226294767504,,,337.7223409065536,,,339.6472923262067,,,3414300,
2018-02-23,,,,341.5722961425781,,,343.59302326073066,,,338.1341666083272,,,343.0279854045657,,,3355400,
2018-02-26,,,,348.10382080078125,,,348.64968604278187,,,343.05673738746015,,,344.29217507255987,,,4148100,
2018-02-27,,,,349.2147216796875,,,354.24263198894414,,,347.9313817099176,,,349.1764056081692,,,4774100,
2018-02-28,,,,346.8874816894531,,,355.88027209078456,,,346.8874816894531,,,351.28330816629443,,,5472900,
2018-03-01,,,,334.8971252441406,,,347.3950616044135,,,331.7462933758272,,,347.0024022580743,,,8978000,
2018-03-02,,,,330.0894470214844,,,331.4493604323785,,,321.1158013318067,,,327.3600046503262,,,10021300,
2018-03-05,,,,337.8276672363281,,,339.76220494385973,,,322.37042131757033,,,323.70163437527685,,,8140200,
2018-03-06,,,,334.15972900390625,,,340.1836235131647,,,331.38238366682504,,,339.25465603474646,,,4888300,
2018-03-07,,,,332.3592224121094,,,333.6712628127708,,,325.13817781993663,,,327.07271551396184,,,4575700,
2018-03-08,,,,333.9777526855469,,,337.58826058211184,,,329.39996127139807,,,334.7247553271327,,,4319900,
2018-03-09,,,,339.5227966308594,,,339.87716914082773,,,335.41429673673207,,,337.7319075652246,,,3538300,
2018-03-12,,,,329.6297607421875,,,340.2027447029108,,,328.7391094709846,,,340.17401495953635,,,6088800,
2018-03-13,,,,324.34332275390625,,,333.16370575989254,,,323.3281368360323,,,330.71200327229286,,,5443800,
2018-03-14,,,,316.2890625,,,326.1150151484516,,,308.6657723263046,,,325.41591495079797,,,13057900,
2018-03-15,,,,316.0209045410156,,,318.8365363973479,,,309.2499789233309,,,318.2427396356848,,,8766000,
2018-03-16,,,,316.49017333984375,,,316.8349302796415,,,311.8549227141139,,,315.86767604747746,,,9329000,
2018-03-19,,,,317.7256164550781,,,319.2291787712912,,,312.9562741172178,,,313.59794406866996,,,6328900,
2018-03-20,,,,323.3472900390625,,,325.3297301331515,,,316.99775332490924,,,317.80221541527925,,,6500500,
2018-03-21,,,,322.8397521972656,,,327.44627367982235,,,320.9914034998158,,,322.8110224485291,,,4056300,
2018-03-22,,,,306.0896301269531,,,318.60674126547445,,,305.5150351092699,,,316.1454521088532,,,7282200,
2018-03-23,,,,307.4208068847656,,,317.1318707011083,,,304.85418535568795,,,306.60675840439256,,,7237500,
2018-03-26,,,,315.0536193847656,,,317.8979809699788,,,309.9012042577078,,,316.49975137309644,,,5392900,
