Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,#,&,GAMBLE,PROCTER,#,&,GAMBLE,PG,PROCTER,#,&,GAMBLE,PG,PROCTER,#,&,GAMBLE,PG,PROCTER,#,&,GAMBLE,PG,PROCTER,#,&,GAMBLE,PG,PROCTER
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,,,,,,,,73.85494232177734,,,,,74.89779101924734,,,,,73.77347093276285,,,,,74.88964201558532,,,,,7558900,
2018-01-03,,,,,,,,73.76531219482422,,,,,74.21340788320623,,,,,73.74901418965092,,,,,73.9201121646319,,,,,5863600,
2018-01-04,,,,,,,,74.28672790527344,,,,,74.767413332684,,,,,73.82233426528907,,,,,74.00157500631234,,,,,6322500,
2018-01-05,,,,,,,,74.33562469482422,,,,,74.38451249884082,,,,,73.78975957427367,,,,,74.36006548889839,,,,,5949700,
2018-01-08,,,,,,,,74.7266845703125,,,,,74.76741714889054,,,,,74.08305015645311,,,,,74.08305015645311,,,,,4860700,
2018-01-09,,,,,,,,74.1808090209961,,,,,74.66964340572824,,,,,74.14821923323176,,,,,74.52299246872195,,,,,6630100,
2018-01-10,,,,,,,,73.7082748413086,,,,,74.06675633179627,,,,,73.33350156301111,,,,,74.06675633179627,,,,,6564700,
2018-01-11,,,,,,,,73.44757080078125,,,,,73.74901552741025,,,,,73.26018103309558,,,,,73.65125235806802,,,,,5469700,
2018-01-12,,,,,,,,73.00761413574219,,,,,73.60236077154073,,,,,72.79578358661718,,,,,73.36609564720489,,,,,8111000,
2018-01-16,,,,,,,,73.50458526611328,,,,,73.95268086434075,,,,,73.03204266504449,,,,,73.43940569026934,,,,,9465300,
2018-01-17,,,,,,,,74.30301666259766,,,,,74.73482671012025,,,,,73.67568031046623,,,,,73.78159246408492,,,,,8345500,
2018-01-18,,,,,,,,74.0321044921875,,,,,74.41794591339841,,,,,73.61342483691048,,,,,74.0813587116603,,,,,7699800,
2018-01-19,,,,,,,,74.76273345947266,,,,,74.91871349605007,,,,,74.08135423608454,,,,,74.11419246816675,,,,,9364000,
2018-01-22,,,,,,,,75.4358901977539,,,,,75.46051730229343,,,,,74.51643862768607,,,,,74.6067421864986,,,,,8658000,
2018-01-23,,,,,,,,73.1044692993164,,,,,74.05675331340726,,,,,72.73504375520638,,,,,73.73658826646464,,,,,18756300,
2018-01-24,,,,,,,,72.49696350097656,,,,,73.19476514479716,,,,,71.99619129843077,,,,,73.11266641263904,,,,,15141900,
2018-01-25,,,,,,,,72.52157592773438,,,,,73.10444674439113,,,,,72.25067146154136,,,,,72.80069778138363,,,,,11264400,
2018-01-26,,,,,,,,72.02081298828125,,,,,72.38202104549268,,,,,71.61034444711831,,,,,72.38202104549268,,,,,11503100,
2018-01-29,,,,,,,,71.30661010742188,,,,,72.02903263337335,,,,,71.16705227796321,,,,,71.98798952878478,,,,,11685800,
2018-01-30,,,,,,,,71.3804931640625,,,,,71.78275693614717,,,,,71.11779348803492,,,,,71.27377357366997,,,,,9662900,
2018-01-31,,,,,,,,70.87969970703125,,,,,71.75810833619245,,,,,70.66626059014862,,,,,71.26554111076497,,,,,11798100,
2018-02-01,,,,,,,,70.47744750976562,,,,,71.01105786778103,,,,,70.23937500347405,,,,,70.72373114061979,,,,,8606300,
2018-02-02,,,,,,,,69.1639633178711,,,,,70.28043847901813,,,,,69.13112507627804,,,,,70.23938911121327,,,,,12846300,
2018-02-05,,,,,,,,66.54515838623047,,,,,69.26246440804114,,,,,65.75705953290036,,,,,68.9505043059449,,,,,17462200,
2018-02-06,,,,,,,,67.62882232666016,,,,,67.68628769546352,,,,,65.77350826914854,,,,,66.11008935406666,,,,,19955500,
2018-02-07,,,,,,,,67.18550109863281,,,,,68.45795633319572,,,,,67.16908510957093,,,,,67.5631377428514,,,,,11851800,
2018-02-08,,,,,,,,65.85557556152344,,,,,67.49744977143126,,,,,65.79811021470678,,,,,67.34146971724904,,,,,14596100,
2018-02-09,,,,,,,,65.60931396484375,,,,,66.52055495851562,,,,,64.51746574529022,,,,,66.47951184743216,,,,,18838800,
2018-02-12,,,,,,,,66.76680755615234,,,,,67.0459231291348,,,,,66.1511048076004,,,,,66.17573191542213,,,,,10769000,
2018-02-13,,,,,,,,66.90638732910156,,,,,67.17729813067037,,,,,66.422037347437,,,,,66.61906053800782,,,,,9278700,
2018-02-14,,,,,,,,66.23321533203125,,,,,66.70936042404799,,,,,65.89662806459579,,,,,66.54516922166948,,,,,9412000,
2018-02-15,,,,,,,,67.65342712402344,,,,,67.65342712402344,,,,,66.08543430981432,,,,,66.47127573585543,,,,,8910700,
2018-02-16,,,,,,,,67.80938720703125,,,,,68.34299744877106,,,,,67.42354585895397,,,,,67.48922231463767,,,,,10371700,
2018-02-20,,,,,,,,66.7750244140625,,,,,67.49745311064366,,,,,66.55337414059088,,,,,67.4728259983972,,,,,7087700,
2018-02-21,,,,,,,,65.87199401855469,,,,,67.1608650711459,,,,,65.83095091971936,,,,,66.75039650327287,,,,,9134500,
2018-02-22,,,,,,,,66.36454010009766,,,,,66.72575436271087,,,,,65.81451384621073,,,,,66.06079743676553,,,,,10277700,
2018-02-23,,,,,,,,66.53695678710938,,,,,66.59442213558883,,,,,66.06902287427577,,,,,66.50411855037065,,,,,10321800,
2018-02-26,,,,,,,,67.01306915283203,,,,,67.06232962015392,,,,,66.53693056589282,,,,,66.86530027736792,,,,,9422200,
2018-02-27,,,,,,,,66.11827087402344,,,,,67.31683821752564,,,,,66.09364376460086,,,,,67.22653464080777,,,,,8919600,
2018-02-28,,,,,,,,64.4599838256836,,,,,66.32351470880654,,,,,64.4435678381169,,,,,66.23321111905591,,,,,16862000,
2018-03-01,,,,,,,,64.60775756835938,,,,,65.08390266547583,,,,,63.95101154157317,,,,,64.3614801570348,,,,,13504200,
2018-03-02,,,,,,,,65.2645034790039,,,,,65.39585642947422,,,,,64.37788985308944,,,,,64.42715034114252,,,,,9317700,
2018-03-05,,,,,,,,65.91304779052734,,,,,65.99514025694366,,,,,64.97717989422323,,,,,65.08389947423906,,,,,8177000,
2018-03-06,,,,,,,,65.69140625,,,,,66.01978245394237,,,,,65.15780196475569,,,,,66.01157758970379,,,,,9085300,
2018-03-07,,,,,,,,64.9853744506836,,,,,65.37942069431439,,,,,64.77192908181985,,,,,65.28911712530481,,,,,9089500,
2018-03-08,,,,,,,,65.65036010742188,,,,,65.66677609839611,,,,,64.87046587616602,,,,,64.99360772986483,,,,,7951700,
2018-03-09,,,,,,,,65.91304779052734,,,,,66.29067814664533,,,,,65.59288278722613,,,,,65.82274419849328,,,,,7662200,
2018-03-12,,,,,,,,65.56004333496094,,,,,66.18395734203739,,,,,65.47795087006358,,,,,65.86379234466015,,,,,7182000,
2018-03-13,,,,,,,,65.44511413574219,,,,,65.83095561920751,,,,,65.1495762447157,,,,,65.67497554803973,,,,,9620200,
2018-03-14,,,,,,,,64.8540267944336,,,,,65.54361090841822,,,,,64.73909610876949,,,,,65.42047536181569,,,,,8898100,
2018-03-15,,,,,,,,64.5831298828125,,,,,64.96897138005728,,,,,64.47641029850703,,,,,64.92792201357229,,,,,6996900,
2018-03-16,,,,,,,,64.82939910888672,,,,,65.1741911628144,,,,,64.72267328510965,,,,,64.79656087566705,,,,,17715400,
2018-03-19,,,,,,,,64.57491302490234,,,,,65.32196250277916,,,,,64.25474180495193,,,,,64.82940151272537,,,,,8368200,
2018-03-20,,,,,,,,64.28759002685547,,,,,64.936131165428,,,,,64.0002632599572,,,,,64.64059327283155,,,,,8465500,
2018-03-21,,,,,,,,63.244991302490234,,,,,64.23011326059883,,,,,63.11363836767433,,,,,64.07413947957077,,,,,9822800,
2018-03-22,,,,,,,,62.72780227661133,,,,,63.63903662945597,,,,,62.694964043398066,,,,,63.072594330471745,,,,,10481600,
2018-03-23,,,,,,,,62.317344665527344,,,,,63.35993213373921,,,,,62.235245936495794,,,,,63.039767132927885,,,,,11728300,
2018-03-26,,,,,,,,62.72780227661133,,,,,63.10543256368501,,,,,62.40763106859516,,,,,62.85914894621182,,,,,12937000,
2018-03-27,,,,,,,,63.8607177734375,,,,,64.39432830831244,,,,,62.63752286482017,,,,,62.826334949568924,,,,,11288200,
2018-03-28,,,,,,,,64.72267150878906,,,,,64.96895511955101,,,,,63.992038063648295,,,,,63.992038063648295,,,,,12857800,
2018-03-29,,,,,,,,65.0838851928711,,,,,66.07721822402476,,,,,65.00179274446835,,,,,65.2070269971014,,,,,10036400,
2018-04-02,,,,,,,,63.54052734375,,,,,65.15777429418391,,,,,63.261405496794445,,,,,65.06747071986763,,,,,12017200,
2018-04-03,,,,,,,,64.41072845458984,,,,,64.68985034428945,,,,,63.3599298979045,,,,,63.67188376215376,,,,,11933100,
2018-04-04,,,,,,,,64.89508819580078,,,,,65.28092341884894,,,,,63.69651437157415,,,,,63.88533268349455,,,,,9030800,
2018-04-05,,,,,,,,64.6898422241211,,,,,65.11672673546995,,,,,64.45176972737268,,,,,64.92790845761685,,,,,7864700,
2018-04-06,,,,,,,,64.3861083984375,,,,,65.14958028708514,,,,,63.951012660555726,,,,,64.33685416796156,,,,,8300800,
2018-04-09,,,,,,,,64.16443634033203,,,,,64.7308785884911,,,,,63.68008027296193,,,,,64.68983549809661,,,,,9031200,
2018-04-10,,,,,,,,64.3368148803711,,,,,64.72264988891077,,,,,63.98381182993029,,,,,64.61593036696367,,,,,6779000,
2018-04-11,,,,,,,,64.2547378540039,,,,,64.59953616276785,,,,,64.0659258466653,,,,,64.1890676524201,,,,,7143500,
2018-04-12,,,,,,,,63.8607177734375,,,,,64.60776751165844,,,,,63.8607177734375,,,,,64.55851327446396,,,,,8282300,
2018-04-13,,,,,,,,64.3368148803711,,,,,64.39428020191959,,,,,63.80320474413496,,,,,64.08232023072752,,,,,6198500,
2018-04-16,,,,,,,,64.53385162353516,,,,,64.73908585303037,,,,,64.06591783081613,,,,,64.49280227233547,,,,,5962200,
2018-04-17,,,,,,,,64.3861083984375,,,,,64.80478814724533,,,,,64.11519760431159,,,,,64.7965770210813,,,,,6492400,
2018-04-18,,,,,,,,64.1972885131836,,,,,64.5913411371595,,,,,64.04951956209938,,,,,64.50924866728026,,,,,7349400,
2018-04-19,,,,,,,,62.098594665527344,,,,,62.73656911720472,,,,,61.477194426761386,,,,,62.463151495057275,,,,,16955600,
2018-04-20,,,,,,,,61.145774841308594,,,,,62.0737283159295,,,,,61.09605853287608,,,,,61.3446211114118,,,,,14085000,
2018-04-23,,,,,,,,60.482975006103516,,,,,61.29494101354614,,,,,60.28412863903652,,,,,60.97180697539572,,,,,13653400,
2018-04-24,,,,,,,,60.06871032714844,,,,,60.75639501074329,,,,,59.77872471394949,,,,,60.53268730826676,,,,,16551700,
2018-04-25,,,,,,,,59.90299606323242,,,,,60.27583374347043,,,,,59.613004177257054,,,,,59.99413528661704,,,,,14208800,
