Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,#,AMERICA,BANK,OF,#,AMERICA,BAC,BANK,OF,#,AMERICA,BAC,BANK,OF,#,AMERICA,BAC,BANK,OF,#,AMERICA,BAC,BANK,OF,#,AMERICA,BAC,BANK,OF
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,,,,,,,25.044065475463867,,,,,25.044065475463867,,,,,24.8011639958215,,,,,24.91842666891891,,,,,57121600,,
2018-01-03,,,,,,,24.960304260253906,,,,,25.077568523990234,,,,,24.86816999295594,,,,,25.044063992184423,,,,,57865700,,
2018-01-04,,,,,,,25.286968231201172,,,,,25.49636677197525,,,,,25.027312890380774,,,,,25.10269649286617,,,,,76512500,,
2018-01-05,,,,,,,25.404226303100586,,,,,25.479609891936974,,,,,25.169699404766956,,,,,25.437730830398444,,,,,56445200,,
2018-01-08,,,,,,,25.22833824157715,,,,,25.353977053228842,,,,,25.169705305061136,,,,,25.320472518076834,,,,,42914800,,
2018-01-09,,,,,,,25.35397720336914,,,,,25.5801280242319,,,,,25.236712927226872,,,,,25.295345864090095,,,,,69479100,,
2018-01-10,,,,,,,25.588499069213867,,,,,25.739266262551833,,,,,25.38747667729123,,,,,25.437733473459858,,,,,63532800,,
2018-01-11,,,,,,,25.680635452270508,,,,,25.705763850864617,,,,,25.50474145486372,,,,,25.680635452270508,,,,,59318300,,
2018-01-12,,,,,,,26.124563217163086,,,,,26.132939350767966,,,,,25.772773593678682,,,,,25.864907868164124,,,,,66371600,,
2018-01-16,,,,,,,26.166444778442383,,,,,26.62712258505902,,,,,25.99055074874852,,,,,26.585241913047895,,,,,104467900,,
2018-01-17,,,,,,,26.116186141967773,,,,,26.20832201071549,,,,,25.412606920365743,,,,,25.9654189376839,,,,,124382900,,
2018-01-18,,,,,,,26.36746597290039,,,,,26.560112262350376,,,,,26.14131514741517,,,,,26.24182715793667,,,,,76463800,,
2018-01-19,,,,,,,26.568490982055664,,,,,26.585243251703645,,,,,26.350716269384996,,,,,26.451228289688522,,,,,66491000,,
2018-01-22,,,,,,,26.75275421142578,,,,,26.75275421142578,,,,,26.451219844373124,,,,,26.526603436136288,,,,,53848800,,
2018-01-23,,,,,,,26.736003875732422,,,,,26.911899468396015,,,,,26.62711734509989,,,,,26.685748676793096,,,,,56531400,,
2018-01-24,,,,,,,26.878395080566406,,,,,26.978905478980494,,,,,26.652244287758744,,,,,26.81138601817838,,,,,81585000,,
2018-01-25,,,,,,,26.878395080566406,,,,,27.01241001017451,,,,,26.744380150958307,,,,,27.004035474959984,,,,,62265800,,
2018-01-26,,,,,,,26.97052764892578,,,,,26.97052764892578,,,,,26.761129147296185,,,,,26.895144060532424,,,,,52699900,,
2018-01-29,,,,,,,27.037538528442383,,,,,27.179931197477917,,,,,26.953780390304885,,,,,27.012411726034767,,,,,59126500,,
2018-01-30,,,,,,,26.702497482299805,,,,,26.970528918977767,,,,,26.677370683374644,,,,,26.761130407487517,,,,,60555800,,
2018-01-31,,,,,,,26.803010940551758,,,,,27.045913994040802,,,,,26.761131874990724,,,,,26.84489000611279,,,,,65734100,,
2018-02-01,,,,,,,27.2218074798584,,,,,27.2218074798584,,,,,26.76950591181432,,,,,26.803010441706732,,,,,62367400,,
2018-02-02,,,,,,,26.761127471923828,,,,,27.364192946148393,,,,,26.68574388824984,,,,,27.17154672012983,,,,,96971900,,
2018-02-05,,,,,,,25.345596313476562,,,,,26.786257513939173,,,,,24.41586640055901,,,,,26.065927712499807,,,,,155908300,,
