Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,#,MICRON,TECHNOLOGY,#,MICRON,MU,TECHNOLOGY,#,MICRON,MU,TECHNOLOGY,#,MICRON,MU,TECHNOLOGY,#,MICRON,MU,TECHNOLOGY,#,MICRON,MU,TECHNOLOGY
Date,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,,,,,,42.652591705322266,,,,42.701429805621586,,,,40.230370218269094,,,,40.572218291244596,,,,37097000,
2018-01-03,,,,,,43.932071685791016,,,,44.000440552894126,,,,43.02373819333677,,,,43.46325500030235,,,,43376700,
2018-01-04,,,,,,45.787803649902344,,,,45.88547238697626,,,,43.96136771486753,,,,44.918539222144645,,,,52229500,
2018-01-05,,,,,,44.73296356201172,,,,45.57292811674985,,,,44.32275039387831,,,,45.05527710196526,,,,47381100,
2018-01-08,,,,,,44.48878860473633,,,,45.01620873601294,,,,43.86369973470044,,,,44.25438214138465,,,,32217400,
2018-01-09,,,,,,41.96889877319336,,,,44.488788754750416,,,,41.773557569192576,,,,44.21531330464346,,,,62982900,
2018-01-10,,,,,,42.30097961425781,,,,42.35957937003027,,,,40.42570918724079,,,,40.972663838000706,,,,53348000,
2018-01-11,,,,,,41.822391510009766,,,,42.97490050339394,,,,41.62705030801145,,,,42.506083854092104,,,,39402200,
2018-01-12,,,,,,41.812625885009766,,,,42.34004228378813,,,,41.68565354557076,,,,41.82239126843268,,,,28458500,
2018-01-16,,,,,,41.92005920410156,,,,42.83816171288176,,,,41.43170807417965,,,,42.134934893530705,,,,38174800,
2018-01-17,,,,,,43.22884750366211,,,,43.346054476747135,,,,41.9786695973476,,,,42.20331070702448,,,,38077100,
2018-01-18,,,,,,42.96512985229492,,,,43.60975313178066,,,,42.88699189074607,,,,43.180001794908115,,,,25152100,
2018-01-19,,,,,,41.75402069091797,,,,43.1702396817395,,,,41.65635195740891,,,,42.926064122143494,,,,41469200,
2018-01-22,,,,,,41.8809928894043,,,,41.8809928894043,,,,40.7089494619773,,,,41.4805451219976,,,,37879400,
2018-01-23,,,,,,42.92605972290039,,,,43.619517346887,,,,41.73448192192628,,,,42.24236748093454,,,,41334100,
2018-01-24,,,,,,42.07633972167969,,,,42.926069736990264,,,,41.74426076815934,,,,42.740493902896525,,,,31305700,
2018-01-25,,,,,,42.00796890258789,,,,43.67813285085527,,,,41.86146577697342,,,,43.199547031870395,,,,40519200,
2018-01-26,,,,,,42.652591705322266,,,,42.789333170006834,,,,42.027502770060025,,,,42.21307860921996,,,,27177500,
