Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,#,INSTRUMENTS,TEXAS,#,INSTRUMENTS,TEXAS,TXN,#,INSTRUMENTS,TEXAS,TXN,#,INSTRUMENTS,TEXAS,TXN,#,INSTRUMENTS,TEXAS,TXN,#,INSTRUMENTS,TEXAS,TXN
Date,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,,,,,,,85.10706329345703,,,,85.14737411000642,,,,84.24446471417666,,,,84.7362271533574,,,,4236200
2018-01-03,,,,,,,87.4126968383789,,,,87.47719168099457,,,,85.13124252302526,,,,85.35696832161337,,,,6918900
2018-01-04,,,,,,,87.2998275756836,,,,88.04149976000208,,,,87.10634921250622,,,,87.45300127808908,,,,5460400
2018-01-05,,,,,,,87.96895599365234,,,,88.05763486652376,,,,87.29983582582878,,,,87.63036113788569,,,,5254900
2018-01-08,,,,,,,88.38816833496094,,,,88.97667307736269,,,,87.39658615672107,,,,87.50944906886923,,,,4549400
2018-01-09,,,,,,,88.9927978515625,,,,89.46843970392717,,,,87.93672077426788,,,,88.37205180589112,,,,4747800
2018-01-10,,,,,,,88.43653869628906,,,,88.67032792055033,,,,87.2353512997314,,,,88.557465005468,,,,5737400
2018-01-11,,,,,,,89.21849822998047,,,,89.29105645649877,,,,88.21885289660823,,,,88.71867863857732,,,,3903700
2018-01-12,,,,,,,90.87113952636719,,,,91.09686528812335,,,,89.14594274658427,,,,89.27492626020249,,,,4577800
2018-01-16,,,,,,,91.03238677978516,,,,91.8304966312659,,,,90.24234647197007,,,,91.54027598537597,,,,9251500
2018-01-17,,,,,,,96.0628890991211,,,,96.28055154275083,,,,91.50804306597217,,,,91.86275246116759,,,,6916700
2018-01-18,,,,,,,93.84593200683594,,,,96.72394882742941,,,,93.5154004838875,,,,95.93390222053976,,,,7970300
2018-01-19,,,,,,,94.18449401855469,,,,94.77299249631213,,,,93.28158474582557,,,,94.32960432755462,,,,6367300
2018-01-22,,,,,,,96.2885971069336,,,,96.32084452790137,,,,94.692383597145,,,,95.06321971242451,,,,7217400
2018-01-23,,,,,,,96.65137481689453,,,,97.34467902706223,,,,95.85327109609848,,,,96.75617432752287,,,,8087100
2018-01-24,,,,,,,88.43653869628906,,,,91.90306008972502,,,,87.61425086489389,,,,89.5974214234988,,,,19223900
2018-01-25,,,,,,,88.79932403564453,,,,90.05694298055063,,,,87.9367253220493,,,,89.37170204648174,,,,8564800
2018-01-26,,,,,,,91.65316009521484,,,,91.90306998400706,,,,88.30756465077111,,,,89.4281366787061,,,,7801600
2018-01-29,,,,,,,90.81472778320312,,,,91.41935312643275,,,,89.68609257906108,,,,90.66961745480533,,,,6389300
2018-01-30,,,,,,,89.07996368408203,,,,90.36075817414363,,,,88.60169584674514,,,,90.14188501990797,,,,6492900
2018-01-31,,,,,,,88.9016342163086,,,,89.97166368648442,,,,87.79107702820042,,,,89.96356185366109,,,,7362500
2018-02-01,,,,,,,89.23399353027344,,,,89.77711318214917,,,,88.00994267077321,,,,88.15585605922097,,,,5828200
2018-02-02,,,,,,,87.27228546142578,,,,89.35560089309165,,,,87.15879175794358,,,,88.37473476128021,,,,7474400
2018-02-05,,,,,,,84.47563171386719,,,,88.45582233586185,,,,83.80280828408118,,,,86.75349680322597,,,,8460400
2018-02-06,,,,,,,85.82125091552734,,,,86.46164824277835,,,,82.88677319785916,,,,83.18670800214795,,,,9266900
2018-02-07,,,,,,,82.66790771484375,,,,85.66723107426677,,,,82.611163959977,,,,84.79175069808946,,,,10009100
2018-02-08,,,,,,,79.16600799560547,,,,83.17861790025576,,,,79.11736606427303,,,,82.70845173321766,,,,11506600
2018-02-09,,,,,,,81.4600601196289,,,,82.11667344148596,,,,78.62286023427103,,,,80.67374944757864,,,,11599300
2018-02-12,,,,,,,82.63548278808594,,,,83.12996673678313,,,,81.41143185076947,,,,82.31933812378517,,,,6673700
2018-02-13,,,,,,,81.85728454589844,,,,82.46525603895155,,,,81.1601434057624,,,,81.96266404490288,,,,5061400
2018-02-14,,,,,,,83.23535919189453,,,,83.46233424934292,,,,80.94127837555777,,,,80.94127837555777,,,,7413500
2018-02-15,,,,,,,84.76744079589844,,,,84.7755488143858,,,,82.31123688574002,,,,84.15946928607285,,,,5264800
2018-02-16,,,,,,,84.68636322021484,,,,85.55373549687415,,,,84.20808917320568,,,,84.53234182098403,,,,4910400
2018-02-20,,,,,,,85.35108947753906,,,,86.62377618347003,,,,84.23242419089202,,,,84.29726978120651,,,,4970500
2018-02-21,,,,,,,84.02976989746094,,,,86.07255140024267,,,,83.97301995401685,,,,85.74019068090034,,,,6536500
2018-02-22,,,,,,,84.24861907958984,,,,85.18084307853363,,,,83.82709498668378,,,,84.30536282641575,,,,4036500
2018-02-23,,,,,,,86.76969146728516,,,,86.78590131906405,,,,84.90524309781686,,,,85.12411629676959,,,,4936900
2018-02-26,,,,,,,88.86921691894531,,,,88.95838656546051,,,,86.96424082309535,,,,86.96424082309535,,,,5496100
2018-02-27,,,,,,,87.8235092163086,,,,89.4042388709581,,,,87.8235092163086,,,,88.66656379520045,,,,5311900
2018-02-28,,,,,,,87.83161926269531,,,,89.34749717290329,,,,87.80730139099569,,,,88.39095505021173,,,,7333000
2018-03-01,,,,,,,86.35628509521484,,,,88.30179545260374,,,,85.69967774613127,,,,88.30179545260374,,,,8626600
2018-03-02,,,,,,,87.72623443603516,,,,87.93699961899156,,,,84.84039839007175,,,,84.94577788924703,,,,6476300
2018-03-05,,,,,,,88.36663055419922,,,,88.62603147389326,,,,86.34816076995521,,,,87.12636971364313,,,,4417200
2018-03-06,,,,,,,88.91786193847656,,,,89.31506826021113,,,,88.3098904281333,,,,89.14483697946775,,,,4109600
2018-03-07,,,,,,,88.00183868408203,,,,88.73140565973598,,,,86.84263954071115,,,,87.58031453404053,,,,4637600
2018-03-08,,,,,,,88.75572204589844,,,,88.75572204589844,,,,87.76675418259542,,,,88.50442916360532,,,,3573500
2018-03-09,,,,,,,90.40941619873047,,,,90.47426797780021,,,,88.62603556655488,,,,89.16915530090037,,,,5535900
2018-03-12,,,,,,,90.49047088623047,,,,91.60103432530501,,,,90.35266550473668,,,,90.82283159000376,,,,4270800
2018-03-13,,,,,,,89.64739990234375,,,,91.60101749179663,,,,89.24208566565439,,,,90.82281489950557,,,,5845500
2018-03-14,,,,,,,89.14484405517578,,,,90.54722832029987,,,,88.4963385854933,,,,90.15002196703776,,,,3240600
2018-03-15,,,,,,,88.93407440185547,,,,89.9068325577273,,,,88.57739579290852,,,,89.12052172506125,,,,3983300
2018-03-16,,,,,,,89.14484405517578,,,,89.76902546744479,,,,88.77195557472064,,,,89.26643960381706,,,,8049700
2018-03-19,,,,,,,87.43441772460938,,,,88.66657070697379,,,,85.88611383898547,,,,88.6584688723669,,,,6715200
2018-03-20,,,,,,,88.7314224243164,,,,89.16916269241378,,,,87.76677223066073,,,,87.76677223066073,,,,3781900
2018-03-21,,,,,,,88.06672668457031,,,,89.40426565939607,,,,87.5965604196678,,,,88.46393312959103,,,,3703800
2018-03-22,,,,,,,84.22431182861328,,,,87.35333868415103,,,,84.14325020644706,,,,86.34005294555993,,,,7208400
2018-03-23,,,,,,,82.16531372070312,,,,85.06736553402226,,,,82.1490976856537,,,,84.3296905544054,,,,6748900
2018-03-26,,,,,,,86.41303253173828,,,,86.51031021834922,,,,83.51908783959054,,,,84.3945684652673,,,,6760400
2018-03-27,,,,,,,83.13806915283203,,,,87.62895244247649,,,,82.53820570669777,,,,87.5478908175295,,,,5308400
2018-03-28,,,,,,,82.61116027832031,,,,84.11082189119776,,,,82.20584599459099,,,,82.90298087276867,,,,5352200
2018-03-29,,,,,,,84.21619415283203,,,,85.14841816234647,,,,82.87865589436387,,,,83.34882190745529,,,,4311100
2018-04-02,,,,,,,81.58975982666016,,,,83.91625966535919,,,,80.84398309037351,,,,83.38124807092909,,,,5865400
2018-04-03,,,,,,,82.83003234863281,,,,83.28398239516775,,,,81.54112963135601,,,,82.61926717648207,,,,6898700
2018-04-04,,,,,,,84.47563171386719,,,,84.76745859462721,,,,80.90886353705044,,,,81.04667514184796,,,,4515000
2018-04-05,,,,,,,82.878662109375,,,,84.31347812164552,,,,81.76810494210893,,,,84.16756473369605,,,,5477400
2018-04-06,,,,,,,80.6251220703125,,,,82.95973027719351,,,,80.26844349725637,,,,81.84917302225968,,,,5095700
2018-04-09,,,,,,,80.9088363647461,,,,83.40557386847792,,,,80.73860510557418,,,,81.09528365885166,,,,5840900
2018-04-10,,,,,,,82.97595977783203,,,,83.55150545118309,,,,81.57356931178586,,,,82.41662395833868,,,,6011500
2018-04-11,,,,,,,82.959716796875,,,,83.56768816509968,,,,81.89779545278269,,,,82.20583823749679,,,,3830000
2018-04-12,,,,,,,84.49992370605469,,,,84.71068887417756,,,,83.43800221694495,,,,83.53527987560291,,,,4578300
2018-04-13,,,,,,,82.81382751464844,,,,85.11600995824146,,,,82.60306232972886,,,,85.07547605108566,,,,3518900
2018-04-16,,,,,,,83.90006256103516,,,,84.45939829051584,,,,83.18671159856842,,,,83.55149200542634,,,,2831500
2018-04-17,,,,,,,85.4321517944336,,,,85.68344469352327,,,,84.05408558157274,,,,84.37833208958303,,,,4001100
2018-04-18,,,,,,,85.39973449707031,,,,85.8455827673409,,,,84.3702387429087,,,,85.1727594447894,,,,3554700
2018-04-19,,,,,,,82.10857391357422,,,,84.1756731901455,,,,80.98990864100406,,,,84.0946115648182,,,,8624900
2018-04-20,,,,,,,81.03043365478516,,,,82.38418192481046,,,,80.14685145440151,,,,81.8410622501927,,,,7858000
2018-04-23,,,,,,,79.5145492553711,,,,81.54112057314002,,,,79.45780550585776,,,,81.54112057314002,,,,5934200
2018-04-24,,,,,,,79.78207397460938,,,,82.05183677445223,,,,78.94712741565334,,,,80.86831963233331,,,,8420300
2018-04-25,,,,,,,83.4947509765625,,,,84.50803678938486,,,,80.86831588141656,,,,82.24638211301266,,,,12696000
2018-04-26,,,,,,,83.26778411865234,,,,84.5647888494743,,,,82.8462537157562,,,,84.32159775667988,,,,6672900
2018-04-27,,,,,,,83.09754180908203,,,,83.81089277029454,,,,81.76811136319178,,,,83.63255348384003,,,,5114700
2018-04-30,,,,,,,82.2220458984375,,,,84.49180808659405,,,,82.14098428841857,,,,83.4379886025347,,,,5592700
2018-05-01,,,,,,,83.81900787353516,,,,83.87575163451226,,,,81.63030669740537,,,,81.95455941067713,,,,4234700
2018-05-02,,,,,,,83.46233367919922,,,,84.48372761534613,,,,82.57875132808154,,,,83.72173462659772,,,,5345000
2018-05-03,,,,,,,83.98113250732422,,,,84.54857631095446,,,,81.34658921901536,,,,82.44093673262242,,,,4788900
2018-05-04,,,,,,,85.37567138671875,,,,85.42459995417553,,,,83.06777855342585,,,,83.58970401243907,,,,6168000
2018-05-07,,,,,,,85.2288589477539,,,,85.76709172575163,,,,84.78848328111538,,,,85.62029983687212,,,,4113800
2018-05-08,,,,,,,86.00360107421875,,,,88.07499522710688,,,,84.86188692875831,,,,85.26149092386648,,,,5496500
2018-05-09,,,,,,,87.69986724853516,,,,87.80588121329592,,,,86.20748379789582,,,,86.44398223175467,,,,5131600
2018-05-10,,,,,,,89.6815414428711,,,,89.73862683400216,,,,87.92003870767111,,,,88.19731505162265,,,,4376500
2018-05-11,,,,,,,89.09435272216797,,,,90.30945931466188,,,,88.89047548481747,,,,89.39609327330894,,,,3583500
2018-05-14,,,,,,,90.22792053222656,,,,90.5215042871212,,,,89.46134003646387,,,,89.48581053423864,,,,4120400
2018-05-15,,,,,,,89.0617446899414,,,,90.40733589832678,,,,88.36040639276698,,,,89.69784076834601,,,,4336700
2018-05-16,,,,,,,90.84771728515625,,,,90.98635234242553,,,,88.92311526266698,,,,89.50212599170999,,,,3898200
2018-05-17,,,,,,,89.97510528564453,,,,91.05973369852617,,,,89.73045010826804,,,,90.28499645139374,,,,3792800
2018-05-18,,,,,,,90.14637756347656,,,,90.57859639531091,,,,89.11883434506987,,,,89.64075967654993,,,,4239600
2018-05-21,,,,,,,90.04035949707031,,,,91.5653574775487,,,,89.60813446318325,,,,91.10051755604795,,,,5199500
2018-05-22,,,,,,,90.40734100341797,,,,91.19838584060923,,,,90.26870594708403,,,,90.56228972628575,,,,2999600
2018-05-23,,,,,,,90.5785903930664,,,,90.58674722572297,,,,88.80893723885143,,,,89.2900845943033,,,,3123500
2018-05-24,,,,,,,90.31763458251953,,,,90.68461119592439,,,,89.3634904101943,,,,90.51335502821274,,,,2855500
2018-05-25,,,,,,,90.97818756103516,,,,91.14129310402105,,,,90.15452790085747,,,,90.2279207288209,,,,4100200
