Price,Close,High,Low,Open,Volume
Ticker,RTX,RTX,RTX,RTX,RTX
Date,,,,,
2018-01-02,67.42634582519531,67.80514097017819,66.90549133917516,67.28955479178147,4918591
2018-01-03,68.41541290283203,68.49959099911356,68.03661784766003,68.12605149412613,7958983
2018-01-04,68.6311264038086,68.85209552145822,68.49959731897181,68.82578587763358,5820666
2018-01-05,69.22038269042969,69.63600496119996,68.6363978102198,68.97311027290633,5835444
2018-01-08,69.87802124023438,71.44057206104799,69.55183260949867,71.12490729016746,10526807
2018-01-09,70.64088439941406,70.74084193109515,69.9885071552546,70.14107760671855,6724489
2018-01-10,70.97233581542969,71.28273865192496,70.36730317580164,70.56196906793947,5216528
2018-01-11,71.01969146728516,71.68784817470075,70.8934242768395,70.8934242768395,7633874
2018-01-12,71.85619354248047,71.85619354248047,71.14594150108833,71.34586292781508,8285523
2018-01-16,70.48306274414062,72.46123611870881,70.43044981635121,72.46123611870881,8288065
2018-01-17,70.71981048583984,70.99864815694232,69.9464278826283,70.84607768412924,6219028
2018-01-18,70.81975555419922,71.37217524665002,70.68823282665537,70.78819035471255,5098465
2018-01-19,71.49842834472656,71.49842834472656,70.75661122332232,71.05649650463974,5140892
2018-01-22,71.13542938232422,71.27221404465504,70.2883862469682,71.00916220149034,6520938
2018-01-23,71.56681823730469,71.80356674596996,70.76187075660478,71.45633687554657,9101156
2018-01-24,71.3827133178711,72.80321135855156,70.50936677088353,71.0354769200949,8806238
2018-01-25,72.47174072265625,72.75584025227168,71.55630536161986,71.98771977428152,7217874
2018-01-26,72.5927505493164,72.86632623784723,71.90880813894114,72.69270807596773,5090520
2018-01-29,71.90353393554688,73.25563911502107,71.81935583373784,72.6295652800783,5530356
2018-01-30,71.81409454345703,72.098194045064,71.1880207029492,71.5510363784417,5675590
2018-01-31,72.60855102539062,72.77163898311736,71.84042396536145,72.14030936217003,9389719
2018-02-01,72.77162170410156,73.12938187432873,71.82462749753647,72.07189990785412,6674277
2018-02-02,70.81975555419922,72.5717038519151,70.70927416694765,72.30865201873092,7443988
2018-02-05,66.94232177734375,70.57248567989419,66.23733799160175,70.22525571681037,10984757
2018-02-06,68.29443359375,68.29443359375,64.84314947126916,65.3219085891753,13781079
2018-02-07,69.4308090209961,70.15158480309547,67.89983018403065,68.07344831340669,12563270
2018-02-08,67.06858825683594,69.63600814605061,67.01071978597525,69.36769437638601,11691068
2018-02-09,65.77961730957031,68.41542943847193,64.29598278759306,67.94719424556902,19253277
2018-02-12,67.01596069335938,67.61572482323709,64.71159336693793,64.74842048541419,15172249
2018-02-13,66.16893768310547,66.79501164119709,65.74805346936762,66.47934688636956,8052258
2018-02-14,66.65821838378906,66.71083130053985,65.21141738696141,65.75331320863437,11043073
2018-02-15,68.77433776855469,68.7954959991049,67.60517076200325,67.71098115533987,7240596
2018-02-16,68.38287353515625,69.30868594036373,68.20300606510683,68.7426213023166,7602888
